signal_id,instrument,week,entry_model,variant,filled,r,reason
EURUSD#0,EURUSD,2013-13,LIMIT,M2_fix3R,1,-1.0469051615008136,SL
EURUSD#0,EURUSD,2013-13,LIMIT,M4_chandelier,1,-0.046905161500813516,STOP_MOVED
EURUSD#0,EURUSD,2013-13,STOP_HIGH,M2_fix3R,0,0.0,NO_FILL
EURUSD#0,EURUSD,2013-13,STOP_HIGH,M4_chandelier,0,0.0,NO_FILL
EURUSD#0,EURUSD,2013-13,STOP_RECLAIM,M2_fix3R,1,-1.0302484973656472,SL
EURUSD#0,EURUSD,2013-13,STOP_RECLAIM,M4_chandelier,1,-1.0302484973656472,SL
EURUSD#0,EURUSD,2013-13,CLOSE_CONFIRM,M2_fix3R,1,-1.0302484973656472,SL
EURUSD#0,EURUSD,2013-13,CLOSE_CONFIRM,M4_chandelier,1,-1.0302484973656472,SL
EURUSD#1,EURUSD,2013-14,LIMIT,M2_fix3R,1,-1.0778879900955562,SAME_BAR_SL
EURUSD#1,EURUSD,2013-14,LIMIT,M4_chandelier,1,-1.0778879900955562,SAME_BAR_SL
EURUSD#1,EURUSD,2013-14,STOP_HIGH,M2_fix3R,0,0.0,NO_FILL
EURUSD#1,EURUSD,2013-14,STOP_HIGH,M4_chandelier,0,0.0,NO_FILL
EURUSD#1,EURUSD,2013-14,STOP_RECLAIM,M2_fix3R,0,0.0,NO_FILL
EURUSD#1,EURUSD,2013-14,STOP_RECLAIM,M4_chandelier,0,0.0,NO_FILL
EURUSD#1,EURUSD,2013-14,CLOSE_CONFIRM,M2_fix3R,0,0.0,NO_FILL
EURUSD#1,EURUSD,2013-14,CLOSE_CONFIRM,M4_chandelier,0,0.0,NO_FILL
EURUSD#2,EURUSD,2013-14,LIMIT,M2_fix3R,1,-1.0657307936093032,SAME_BAR_SL
EURUSD#2,EURUSD,2013-14,LIMIT,M4_chandelier,1,-1.0657307936093032,SAME_BAR_SL
EURUSD#2,EURUSD,2013-14,STOP_HIGH,M2_fix3R,0,0.0,NO_FILL
EURUSD#2,EURUSD,2013-14,STOP_HIGH,M4_chandelier,0,0.0,NO_FILL
EURUSD#2,EURUSD,2013-14,STOP_RECLAIM,M2_fix3R,0,0.0,NO_FILL
EURUSD#2,EURUSD,2013-14,STOP_RECLAIM,M4_chandelier,0,0.0,NO_FILL
EURUSD#2,EURUSD,2013-14,CLOSE_CONFIRM,M2_fix3R,0,0.0,NO_FILL
EURUSD#2,EURUSD,2013-14,CLOSE_CONFIRM,M4_chandelier,0,0.0,NO_FILL
EURUSD#3,EURUSD,2013-14,LIMIT,M2_fix3R,1,-1.0434089035414216,SL
EURUSD#3,EURUSD,2013-14,LIMIT,M4_chandelier,1,-0.04340890354142161,STOP_MOVED
EURUSD#3,EURUSD,2013-14,STOP_HIGH,M2_fix3R,0,0.0,NO_FILL
EURUSD#3,EURUSD,2013-14,STOP_HIGH,M4_chandelier,0,0.0,NO_FILL
EURUSD#3,EURUSD,2013-14,STOP_RECLAIM,M2_fix3R,1,-1.025835307968486,SL
EURUSD#3,EURUSD,2013-14,STOP_RECLAIM,M4_chandelier,1,-1.025835307968486,SL
EURUSD#3,EURUSD,2013-14,CLOSE_CONFIRM,M2_fix3R,1,-1.025835307968486,SL
EURUSD#3,EURUSD,2013-14,CLOSE_CONFIRM,M4_chandelier,1,-1.025835307968486,SL
EURUSD#4,EURUSD,2013-16,LIMIT,M2_fix3R,1,-1.054413432297741,SL
EURUSD#4,EURUSD,2013-16,LIMIT,M4_chandelier,1,-0.054413432297740906,STOP_MOVED
EURUSD#4,EURUSD,2013-16,STOP_HIGH,M2_fix3R,1,-1.0241123130733185,SL
EURUSD#4,EURUSD,2013-16,STOP_HIGH,M4_chandelier,1,-1.0241123130733185,SL
EURUSD#4,EURUSD,2013-16,STOP_RECLAIM,M2_fix3R,1,-1.048970690899371,SL
EURUSD#4,EURUSD,2013-16,STOP_RECLAIM,M4_chandelier,1,-0.04897069089937107,STOP_MOVED
EURUSD#4,EURUSD,2013-16,CLOSE_CONFIRM,M2_fix3R,1,-1.0326825467304612,SL
EURUSD#4,EURUSD,2013-16,CLOSE_CONFIRM,M4_chandelier,1,-1.0326825467304612,SL
EURUSD#5,EURUSD,2013-17,LIMIT,M2_fix3R,1,-1.0548051390714235,SL
EURUSD#5,EURUSD,2013-17,LIMIT,M4_chandelier,1,-0.054805139071423446,STOP_MOVED
EURUSD#5,EURUSD,2013-17,STOP_HIGH,M2_fix3R,1,-1.0209430698961137,SL
EURUSD#5,EURUSD,2013-17,STOP_HIGH,M4_chandelier,1,-1.0209430698961137,SL
EURUSD#5,EURUSD,2013-17,STOP_RECLAIM,M2_fix3R,1,-1.0230745282911957,SL
EURUSD#5,EURUSD,2013-17,STOP_RECLAIM,M4_chandelier,1,-1.0230745282911957,SL
EURUSD#5,EURUSD,2013-17,CLOSE_CONFIRM,M2_fix3R,1,-1.0230745282911957,SL
EURUSD#5,EURUSD,2013-17,CLOSE_CONFIRM,M4_chandelier,1,-1.0230745282911957,SL
EURUSD#6,EURUSD,2013-17,LIMIT,M2_fix3R,1,-1.0760884255920247,SL
EURUSD#6,EURUSD,2013-17,LIMIT,M4_chandelier,1,-0.07608842559202476,BE_SAME_BAR
EURUSD#6,EURUSD,2013-17,STOP_HIGH,M2_fix3R,0,0.0,NO_FILL
EURUSD#6,EURUSD,2013-17,STOP_HIGH,M4_chandelier,0,0.0,NO_FILL
EURUSD#6,EURUSD,2013-17,STOP_RECLAIM,M2_fix3R,1,-1.047702189971766,SL
EURUSD#6,EURUSD,2013-17,STOP_RECLAIM,M4_chandelier,1,-1.047702189971766,SL
EURUSD#6,EURUSD,2013-17,CLOSE_CONFIRM,M2_fix3R,1,-1.047702189971766,SL
EURUSD#6,EURUSD,2013-17,CLOSE_CONFIRM,M4_chandelier,1,-1.047702189971766,SL
EURUSD#7,EURUSD,2013-20,LIMIT,M2_fix3R,1,2.9438700315877004,TP
EURUSD#7,EURUSD,2013-20,LIMIT,M4_chandelier,1,0.5551196852312319,STOP_MOVED
EURUSD#7,EURUSD,2013-20,STOP_HIGH,M2_fix3R,1,-1.024687292643685,SL
EURUSD#7,EURUSD,2013-20,STOP_HIGH,M4_chandelier,1,-0.024687292643684956,STOP_MOVED
EURUSD#7,EURUSD,2013-20,STOP_RECLAIM,M2_fix3R,1,-1.0323702161175663,SL
EURUSD#7,EURUSD,2013-20,STOP_RECLAIM,M4_chandelier,1,-0.03237021611756637,STOP_MOVED
EURUSD#7,EURUSD,2013-20,CLOSE_CONFIRM,M2_fix3R,1,-1.0323702161175663,SL
EURUSD#7,EURUSD,2013-20,CLOSE_CONFIRM,M4_chandelier,1,-0.03237021611756637,STOP_MOVED
EURUSD#8,EURUSD,2013-28,LIMIT,M2_fix3R,1,2.9137506336135233,TP
EURUSD#8,EURUSD,2013-28,LIMIT,M4_chandelier,1,2.143899543456769,STOP_MOVED
EURUSD#8,EURUSD,2013-28,STOP_HIGH,M2_fix3R,1,-1.0313838507313027,SL
EURUSD#8,EURUSD,2013-28,STOP_HIGH,M4_chandelier,1,-0.0313838507313027,BE_SAME_BAR
EURUSD#8,EURUSD,2013-28,STOP_RECLAIM,M2_fix3R,1,-1.0440859360870218,SL
EURUSD#8,EURUSD,2013-28,STOP_RECLAIM,M4_chandelier,1,0.609547667372913,STOP_MOVED
EURUSD#8,EURUSD,2013-28,CLOSE_CONFIRM,M2_fix3R,1,-1.0440859360870218,SL
EURUSD#8,EURUSD,2013-28,CLOSE_CONFIRM,M4_chandelier,1,0.609547667372913,STOP_MOVED
EURUSD#9,EURUSD,2013-28,LIMIT,M2_fix3R,1,-1.0645858888152255,SAME_BAR_SL
EURUSD#9,EURUSD,2013-28,LIMIT,M4_chandelier,1,-1.0645858888152255,SAME_BAR_SL
EURUSD#9,EURUSD,2013-28,STOP_HIGH,M2_fix3R,0,0.0,NO_FILL
EURUSD#9,EURUSD,2013-28,STOP_HIGH,M4_chandelier,0,0.0,NO_FILL
EURUSD#9,EURUSD,2013-28,STOP_RECLAIM,M2_fix3R,0,0.0,NO_FILL
EURUSD#9,EURUSD,2013-28,STOP_RECLAIM,M4_chandelier,0,0.0,NO_FILL
EURUSD#9,EURUSD,2013-28,CLOSE_CONFIRM,M2_fix3R,0,0.0,NO_FILL
EURUSD#9,EURUSD,2013-28,CLOSE_CONFIRM,M4_chandelier,0,0.0,NO_FILL
EURUSD#10,EURUSD,2013-35,LIMIT,M2_fix3R,1,-1.061445047985208,SL
EURUSD#10,EURUSD,2013-35,LIMIT,M4_chandelier,1,-1.061445047985208,SL
EURUSD#10,EURUSD,2013-35,STOP_HIGH,M2_fix3R,0,0.0,NO_FILL
EURUSD#10,EURUSD,2013-35,STOP_HIGH,M4_chandelier,0,0.0,NO_FILL
EURUSD#10,EURUSD,2013-35,STOP_RECLAIM,M2_fix3R,1,-1.0412452777613788,SL
EURUSD#10,EURUSD,2013-35,STOP_RECLAIM,M4_chandelier,1,-1.0412452777613788,SL
EURUSD#10,EURUSD,2013-35,CLOSE_CONFIRM,M2_fix3R,1,-1.0412452777613788,SL
EURUSD#10,EURUSD,2013-35,CLOSE_CONFIRM,M4_chandelier,1,-1.0412452777613788,SL
EURUSD#11,EURUSD,2013-39,LIMIT,M2_fix3R,1,2.9177654923609264,TP
EURUSD#11,EURUSD,2013-39,LIMIT,M4_chandelier,1,3.092822834039407,STOP_MOVED
EURUSD#11,EURUSD,2013-39,STOP_HIGH,M2_fix3R,1,2.9679537218402965,TP
EURUSD#11,EURUSD,2013-39,STOP_HIGH,M4_chandelier,1,-0.03204627815970329,STOP_MOVED
EURUSD#11,EURUSD,2013-39,STOP_RECLAIM,M2_fix3R,1,2.9326827447113124,TP
EURUSD#11,EURUSD,2013-39,STOP_RECLAIM,M4_chandelier,1,-0.06731725528868769,BE_SAME_BAR
EURUSD#11,EURUSD,2013-39,CLOSE_CONFIRM,M2_fix3R,1,2.9326827447113124,TP
EURUSD#11,EURUSD,2013-39,CLOSE_CONFIRM,M4_chandelier,1,-0.06731725528868769,BE_SAME_BAR
EURUSD#12,EURUSD,2013-40,LIMIT,M2_fix3R,1,2.918013052061164,TP
EURUSD#12,EURUSD,2013-40,LIMIT,M4_chandelier,1,2.3011367215016523,STOP_MOVED
EURUSD#12,EURUSD,2013-40,STOP_HIGH,M2_fix3R,1,-1.018488642410253,SL
EURUSD#12,EURUSD,2013-40,STOP_HIGH,M4_chandelier,1,-1.018488642410253,SL
EURUSD#12,EURUSD,2013-40,STOP_RECLAIM,M2_fix3R,1,-1.0193917494423448,SL
EURUSD#12,EURUSD,2013-40,STOP_RECLAIM,M4_chandelier,1,-1.0193917494423448,SL
EURUSD#12,EURUSD,2013-40,CLOSE_CONFIRM,M2_fix3R,1,-1.0193917494423448,SL
EURUSD#12,EURUSD,2013-40,CLOSE_CONFIRM,M4_chandelier,1,-1.0193917494423448,SL
EURUSD#13,EURUSD,2013-41,LIMIT,M2_fix3R,1,-1.0813853916113478,SL
EURUSD#13,EURUSD,2013-41,LIMIT,M4_chandelier,1,-1.0813853916113478,SL
EURUSD#13,EURUSD,2013-41,STOP_HIGH,M2_fix3R,0,0.0,NO_FILL
EURUSD#13,EURUSD,2013-41,STOP_HIGH,M4_chandelier,0,0.0,NO_FILL
EURUSD#13,EURUSD,2013-41,STOP_RECLAIM,M2_fix3R,1,-1.074463826608348,SL
EURUSD#13,EURUSD,2013-41,STOP_RECLAIM,M4_chandelier,1,-1.074463826608348,SL
EURUSD#13,EURUSD,2013-41,CLOSE_CONFIRM,M2_fix3R,1,-1.0808649651122897,SL
EURUSD#13,EURUSD,2013-41,CLOSE_CONFIRM,M4_chandelier,1,-1.0808649651122897,SL
EURUSD#14,EURUSD,2013-41,LIMIT,M2_fix3R,1,-1.079487991609854,SL
EURUSD#14,EURUSD,2013-41,LIMIT,M4_chandelier,1,-0.07948799160985412,STOP_MOVED
EURUSD#14,EURUSD,2013-41,STOP_HIGH,M2_fix3R,1,-1.02728783809968,SL
EURUSD#14,EURUSD,2013-41,STOP_HIGH,M4_chandelier,1,-1.02728783809968,SL
EURUSD#14,EURUSD,2013-41,STOP_RECLAIM,M2_fix3R,1,-1.0623845989304772,SL
EURUSD#14,EURUSD,2013-41,STOP_RECLAIM,M4_chandelier,1,-0.06238459893047716,STOP_MOVED
EURUSD#14,EURUSD,2013-41,CLOSE_CONFIRM,M2_fix3R,1,-1.0623845989304772,SL
EURUSD#14,EURUSD,2013-41,CLOSE_CONFIRM,M4_chandelier,1,-0.06238459893047716,STOP_MOVED
EURUSD#15,EURUSD,2013-44,LIMIT,M2_fix3R,1,-1.0945092008639243,SAME_BAR_SL
EURUSD#15,EURUSD,2013-44,LIMIT,M4_chandelier,1,-1.0945092008639243,SAME_BAR_SL
EURUSD#15,EURUSD,2013-44,STOP_HIGH,M2_fix3R,0,0.0,NO_FILL
EURUSD#15,EURUSD,2013-44,STOP_HIGH,M4_chandelier,0,0.0,NO_FILL
EURUSD#15,EURUSD,2013-44,STOP_RECLAIM,M2_fix3R,0,0.0,NO_FILL
EURUSD#15,EURUSD,2013-44,STOP_RECLAIM,M4_chandelier,0,0.0,NO_FILL
EURUSD#15,EURUSD,2013-44,CLOSE_CONFIRM,M2_fix3R,0,0.0,NO_FILL
EURUSD#15,EURUSD,2013-44,CLOSE_CONFIRM,M4_chandelier,0,0.0,NO_FILL
EURUSD#16,EURUSD,2013-44,LIMIT,M2_fix3R,1,-1.0671959984823554,SL
EURUSD#16,EURUSD,2013-44,LIMIT,M4_chandelier,1,-1.0671959984823554,SL
EURUSD#16,EURUSD,2013-44,STOP_HIGH,M2_fix3R,0,0.0,NO_FILL
EURUSD#16,EURUSD,2013-44,STOP_HIGH,M4_chandelier,0,0.0,NO_FILL
EURUSD#16,EURUSD,2013-44,STOP_RECLAIM,M2_fix3R,1,-1.0570235725780446,SL
EURUSD#16,EURUSD,2013-44,STOP_RECLAIM,M4_chandelier,1,-1.0570235725780446,SL
EURUSD#16,EURUSD,2013-44,CLOSE_CONFIRM,M2_fix3R,1,-1.0570235725780446,SL
EURUSD#16,EURUSD,2013-44,CLOSE_CONFIRM,M4_chandelier,1,-1.0570235725780446,SL
EURUSD#17,EURUSD,2013-44,LIMIT,M2_fix3R,1,-1.0549045310439362,SL
EURUSD#17,EURUSD,2013-44,LIMIT,M4_chandelier,1,-1.0549045310439362,SL
EURUSD#17,EURUSD,2013-44,STOP_HIGH,M2_fix3R,0,0.0,NO_FILL
EURUSD#17,EURUSD,2013-44,STOP_HIGH,M4_chandelier,0,0.0,NO_FILL
EURUSD#17,EURUSD,2013-44,STOP_RECLAIM,M2_fix3R,0,0.0,NO_FILL
EURUSD#17,EURUSD,2013-44,STOP_RECLAIM,M4_chandelier,0,0.0,NO_FILL
EURUSD#17,EURUSD,2013-44,CLOSE_CONFIRM,M2_fix3R,1,-1.0547463785679296,SL
EURUSD#17,EURUSD,2013-44,CLOSE_CONFIRM,M4_chandelier,1,-1.0547463785679296,SL
EURUSD#18,EURUSD,2013-45,LIMIT,M2_fix3R,1,-1.0765939221994743,SAME_BAR_SL
EURUSD#18,EURUSD,2013-45,LIMIT,M4_chandelier,1,-1.0765939221994743,SAME_BAR_SL
EURUSD#18,EURUSD,2013-45,STOP_HIGH,M2_fix3R,0,0.0,NO_FILL
EURUSD#18,EURUSD,2013-45,STOP_HIGH,M4_chandelier,0,0.0,NO_FILL
EURUSD#18,EURUSD,2013-45,STOP_RECLAIM,M2_fix3R,1,-1.0689610099520834,SAME_BAR_SL
EURUSD#18,EURUSD,2013-45,STOP_RECLAIM,M4_chandelier,1,-1.0689610099520834,SAME_BAR_SL
EURUSD#18,EURUSD,2013-45,CLOSE_CONFIRM,M2_fix3R,0,0.0,NO_FILL
EURUSD#18,EURUSD,2013-45,CLOSE_CONFIRM,M4_chandelier,0,0.0,NO_FILL
EURUSD#19,EURUSD,2013-49,LIMIT,M2_fix3R,1,2.9292653659186225,TP
EURUSD#19,EURUSD,2013-49,LIMIT,M4_chandelier,1,-0.07073463408137731,BE_SAME_BAR
EURUSD#19,EURUSD,2013-49,STOP_HIGH,M2_fix3R,1,2.9772054510097234,TP
EURUSD#19,EURUSD,2013-49,STOP_HIGH,M4_chandelier,1,1.613576858211295,STOP_MOVED
EURUSD#19,EURUSD,2013-49,STOP_RECLAIM,M2_fix3R,1,2.93582378012685,TP
EURUSD#19,EURUSD,2013-49,STOP_RECLAIM,M4_chandelier,1,-0.06417621987315024,STOP_MOVED
EURUSD#19,EURUSD,2013-49,CLOSE_CONFIRM,M2_fix3R,1,2.9299174242924018,TP
EURUSD#19,EURUSD,2013-49,CLOSE_CONFIRM,M4_chandelier,1,-0.07008257570759815,BE_SAME_BAR
EURUSD#20,EURUSD,2014-01,LIMIT,M2_fix3R,1,-1.0533383943049224,SL
EURUSD#20,EURUSD,2014-01,LIMIT,M4_chandelier,1,-1.0533383943049224,SL
EURUSD#20,EURUSD,2014-01,STOP_HIGH,M2_fix3R,0,0.0,NO_FILL
EURUSD#20,EURUSD,2014-01,STOP_HIGH,M4_chandelier,0,0.0,NO_FILL
EURUSD#20,EURUSD,2014-01,STOP_RECLAIM,M2_fix3R,1,-1.0432045557867766,SL
EURUSD#20,EURUSD,2014-01,STOP_RECLAIM,M4_chandelier,1,-1.0432045557867766,SL
EURUSD#20,EURUSD,2014-01,CLOSE_CONFIRM,M2_fix3R,1,-1.0432045557867766,SL
EURUSD#20,EURUSD,2014-01,CLOSE_CONFIRM,M4_chandelier,1,-1.0432045557867766,SL
EURUSD#21,EURUSD,2014-01,LIMIT,M2_fix3R,1,-1.1081477865055374,SAME_BAR_SL
EURUSD#21,EURUSD,2014-01,LIMIT,M4_chandelier,1,-1.1081477865055374,SAME_BAR_SL
EURUSD#21,EURUSD,2014-01,STOP_HIGH,M2_fix3R,0,0.0,NO_FILL
EURUSD#21,EURUSD,2014-01,STOP_HIGH,M4_chandelier,0,0.0,NO_FILL
EURUSD#21,EURUSD,2014-01,STOP_RECLAIM,M2_fix3R,0,0.0,NO_FILL
EURUSD#21,EURUSD,2014-01,STOP_RECLAIM,M4_chandelier,0,0.0,NO_FILL
EURUSD#21,EURUSD,2014-01,CLOSE_CONFIRM,M2_fix3R,0,0.0,NO_FILL
EURUSD#21,EURUSD,2014-01,CLOSE_CONFIRM,M4_chandelier,0,0.0,NO_FILL
EURUSD#22,EURUSD,2014-10,LIMIT,M2_fix3R,1,2.928221607476635,TP
EURUSD#22,EURUSD,2014-10,LIMIT,M4_chandelier,1,-0.07177839252336495,BE_SAME_BAR
EURUSD#22,EURUSD,2014-10,STOP_HIGH,M2_fix3R,1,2.970669946686976,TP
EURUSD#22,EURUSD,2014-10,STOP_HIGH,M4_chandelier,1,1.5084242715700467,STOP_MOVED
EURUSD#22,EURUSD,2014-10,STOP_RECLAIM,M2_fix3R,1,2.936719077429986,TP
EURUSD#22,EURUSD,2014-10,STOP_RECLAIM,M4_chandelier,1,4.4261283501998445,STOP_MOVED
EURUSD#22,EURUSD,2014-10,CLOSE_CONFIRM,M2_fix3R,1,2.936719077429986,TP
EURUSD#22,EURUSD,2014-10,CLOSE_CONFIRM,M4_chandelier,1,4.4261283501998445,STOP_MOVED
EURUSD#23,EURUSD,2014-11,LIMIT,M2_fix3R,1,-1.1034158824087181,SL
EURUSD#23,EURUSD,2014-11,LIMIT,M4_chandelier,1,-1.1034158824087181,SL
EURUSD#23,EURUSD,2014-11,STOP_HIGH,M2_fix3R,0,0.0,NO_FILL
EURUSD#23,EURUSD,2014-11,STOP_HIGH,M4_chandelier,0,0.0,NO_FILL
EURUSD#23,EURUSD,2014-11,STOP_RECLAIM,M2_fix3R,0,0.0,NO_FILL
EURUSD#23,EURUSD,2014-11,STOP_RECLAIM,M4_chandelier,0,0.0,NO_FILL
EURUSD#23,EURUSD,2014-11,CLOSE_CONFIRM,M2_fix3R,0,0.0,NO_FILL
EURUSD#23,EURUSD,2014-11,CLOSE_CONFIRM,M4_chandelier,0,0.0,NO_FILL
EURUSD#24,EURUSD,2014-13,LIMIT,M2_fix3R,1,-1.1187916800000008,SL
EURUSD#24,EURUSD,2014-13,LIMIT,M4_chandelier,1,-0.11879168000000094,STOP_MOVED
EURUSD#24,EURUSD,2014-13,STOP_HIGH,M2_fix3R,0,0.0,NO_FILL
EURUSD#24,EURUSD,2014-13,STOP_HIGH,M4_chandelier,0,0.0,NO_FILL
EURUSD#24,EURUSD,2014-13,STOP_RECLAIM,M2_fix3R,1,-1.0652670918506395,SL
EURUSD#24,EURUSD,2014-13,STOP_RECLAIM,M4_chandelier,1,-1.0652670918506395,SL
EURUSD#24,EURUSD,2014-13,CLOSE_CONFIRM,M2_fix3R,1,-1.0652670918506395,SL
EURUSD#24,EURUSD,2014-13,CLOSE_CONFIRM,M4_chandelier,1,-1.0652670918506395,SL
EURUSD#25,EURUSD,2014-13,LIMIT,M2_fix3R,1,-1.0722276656944598,SL
EURUSD#25,EURUSD,2014-13,LIMIT,M4_chandelier,1,-1.0722276656944598,SL
EURUSD#25,EURUSD,2014-13,STOP_HIGH,M2_fix3R,0,0.0,NO_FILL
EURUSD#25,EURUSD,2014-13,STOP_HIGH,M4_chandelier,0,0.0,NO_FILL
EURUSD#25,EURUSD,2014-13,STOP_RECLAIM,M2_fix3R,1,-1.0618080426740082,SL
EURUSD#25,EURUSD,2014-13,STOP_RECLAIM,M4_chandelier,1,-1.0618080426740082,SL
EURUSD#25,EURUSD,2014-13,CLOSE_CONFIRM,M2_fix3R,1,-1.0618080426740082,SL
EURUSD#25,EURUSD,2014-13,CLOSE_CONFIRM,M4_chandelier,1,-1.0618080426740082,SL
EURUSD#26,EURUSD,2014-16,LIMIT,M2_fix3R,1,-1.1151096764596433,SL
EURUSD#26,EURUSD,2014-16,LIMIT,M4_chandelier,1,-0.11510967645964341,BE_SAME_BAR
EURUSD#26,EURUSD,2014-16,STOP_HIGH,M2_fix3R,1,-1.0498511207589636,SL
EURUSD#26,EURUSD,2014-16,STOP_HIGH,M4_chandelier,1,-1.0498511207589636,SL
EURUSD#26,EURUSD,2014-16,STOP_RECLAIM,M2_fix3R,1,-1.0623564338901166,SL
EURUSD#26,EURUSD,2014-16,STOP_RECLAIM,M4_chandelier,1,-0.0623564338901165,STOP_MOVED
EURUSD#26,EURUSD,2014-16,CLOSE_CONFIRM,M2_fix3R,1,-1.0623564338901166,SL
EURUSD#26,EURUSD,2014-16,CLOSE_CONFIRM,M4_chandelier,1,-0.0623564338901165,STOP_MOVED
EURUSD#27,EURUSD,2014-17,LIMIT,M2_fix3R,1,2.846403452828845,TP
EURUSD#27,EURUSD,2014-17,LIMIT,M4_chandelier,1,-0.153596547171155,STOP_MOVED
EURUSD#27,EURUSD,2014-17,STOP_HIGH,M2_fix3R,1,-1.052877514942452,SL
EURUSD#27,EURUSD,2014-17,STOP_HIGH,M4_chandelier,1,-0.05287751494245212,BE_SAME_BAR
EURUSD#27,EURUSD,2014-17,STOP_RECLAIM,M2_fix3R,1,2.875956613744478,TP
EURUSD#27,EURUSD,2014-17,STOP_RECLAIM,M4_chandelier,1,-0.12404338625552214,BE_SAME_BAR
EURUSD#27,EURUSD,2014-17,CLOSE_CONFIRM,M2_fix3R,1,2.875956613744478,TP
EURUSD#27,EURUSD,2014-17,CLOSE_CONFIRM,M4_chandelier,1,-0.12404338625552214,BE_SAME_BAR
EURUSD#28,EURUSD,2014-17,LIMIT,M2_fix3R,1,-1.1220011942989068,SAME_BAR_SL
EURUSD#28,EURUSD,2014-17,LIMIT,M4_chandelier,1,-1.1220011942989068,SAME_BAR_SL
EURUSD#28,EURUSD,2014-17,STOP_HIGH,M2_fix3R,0,0.0,NO_FILL
EURUSD#28,EURUSD,2014-17,STOP_HIGH,M4_chandelier,0,0.0,NO_FILL
EURUSD#28,EURUSD,2014-17,STOP_RECLAIM,M2_fix3R,1,-1.1079862274028076,SAME_BAR_SL
EURUSD#28,EURUSD,2014-17,STOP_RECLAIM,M4_chandelier,1,-1.1079862274028076,SAME_BAR_SL
EURUSD#28,EURUSD,2014-17,CLOSE_CONFIRM,M2_fix3R,0,0.0,NO_FILL
EURUSD#28,EURUSD,2014-17,CLOSE_CONFIRM,M4_chandelier,0,0.0,NO_FILL
EURUSD#29,EURUSD,2014-18,LIMIT,M2_fix3R,1,-1.1455639825444823,SAME_BAR_SL
EURUSD#29,EURUSD,2014-18,LIMIT,M4_chandelier,1,-1.1455639825444823,SAME_BAR_SL
EURUSD#29,EURUSD,2014-18,STOP_HIGH,M2_fix3R,0,0.0,NO_FILL
EURUSD#29,EURUSD,2014-18,STOP_HIGH,M4_chandelier,0,0.0,NO_FILL
EURUSD#29,EURUSD,2014-18,STOP_RECLAIM,M2_fix3R,1,-1.1198995079338712,SL
EURUSD#29,EURUSD,2014-18,STOP_RECLAIM,M4_chandelier,1,-1.1198995079338712,SL
EURUSD#29,EURUSD,2014-18,CLOSE_CONFIRM,M2_fix3R,0,0.0,NO_FILL
EURUSD#29,EURUSD,2014-18,CLOSE_CONFIRM,M4_chandelier,0,0.0,NO_FILL
EURUSD#30,EURUSD,2014-19,LIMIT,M2_fix3R,1,-1.1342126196349107,SAME_BAR_SL
EURUSD#30,EURUSD,2014-19,LIMIT,M4_chandelier,1,-1.1342126196349107,SAME_BAR_SL
EURUSD#30,EURUSD,2014-19,STOP_HIGH,M2_fix3R,0,0.0,NO_FILL
EURUSD#30,EURUSD,2014-19,STOP_HIGH,M4_chandelier,0,0.0,NO_FILL
EURUSD#30,EURUSD,2014-19,STOP_RECLAIM,M2_fix3R,0,0.0,NO_FILL
EURUSD#30,EURUSD,2014-19,STOP_RECLAIM,M4_chandelier,0,0.0,NO_FILL
EURUSD#30,EURUSD,2014-19,CLOSE_CONFIRM,M2_fix3R,0,0.0,NO_FILL
EURUSD#30,EURUSD,2014-19,CLOSE_CONFIRM,M4_chandelier,0,0.0,NO_FILL
EURUSD#31,EURUSD,2014-19,LIMIT,M2_fix3R,1,-1.0987943157894715,SAME_BAR_SL
EURUSD#31,EURUSD,2014-19,LIMIT,M4_chandelier,1,-1.0987943157894715,SAME_BAR_SL
EURUSD#31,EURUSD,2014-19,STOP_HIGH,M2_fix3R,0,0.0,NO_FILL
EURUSD#31,EURUSD,2014-19,STOP_HIGH,M4_chandelier,0,0.0,NO_FILL
EURUSD#31,EURUSD,2014-19,STOP_RECLAIM,M2_fix3R,0,0.0,NO_FILL
EURUSD#31,EURUSD,2014-19,STOP_RECLAIM,M4_chandelier,0,0.0,NO_FILL
EURUSD#31,EURUSD,2014-19,CLOSE_CONFIRM,M2_fix3R,0,0.0,NO_FILL
EURUSD#31,EURUSD,2014-19,CLOSE_CONFIRM,M4_chandelier,0,0.0,NO_FILL
EURUSD#32,EURUSD,2014-25,LIMIT,M2_fix3R,1,-1.1191615083361275,SL
EURUSD#32,EURUSD,2014-25,LIMIT,M4_chandelier,1,-0.1191615083361275,STOP_MOVED
EURUSD#32,EURUSD,2014-25,STOP_HIGH,M2_fix3R,1,-1.059539468693675,SL
EURUSD#32,EURUSD,2014-25,STOP_HIGH,M4_chandelier,1,-1.059539468693675,SL
EURUSD#32,EURUSD,2014-25,STOP_RECLAIM,M2_fix3R,1,-1.0788317487593495,SL
EURUSD#32,EURUSD,2014-25,STOP_RECLAIM,M4_chandelier,1,-0.07883174875934942,BE_SAME_BAR
EURUSD#32,EURUSD,2014-25,CLOSE_CONFIRM,M2_fix3R,1,-1.0788317487593495,SL
EURUSD#32,EURUSD,2014-25,CLOSE_CONFIRM,M4_chandelier,1,-0.07883174875934942,BE_SAME_BAR
EURUSD#33,EURUSD,2014-25,LIMIT,M2_fix3R,1,-1.1466213283777138,SAME_BAR_SL
