instrument,entry_model,variant,side,entry_ts,r,bars_held,reason
EURUSD,LIMIT,M1_fix2R,short,2013-03-28 13:00:00+00:00,-1.0,15,SL
EURUSD,LIMIT,M2_fix3R,short,2013-03-28 13:00:00+00:00,-1.0,15,SL
EURUSD,LIMIT,M3_partial,short,2013-03-28 13:00:00+00:00,0.5,12,STOP_MOVED
EURUSD,LIMIT,M4_chandelier,short,2013-03-28 13:00:00+00:00,0.0,12,STOP_MOVED
EURUSD,LIMIT,M5_mp1,short,2013-03-28 13:00:00+00:00,0.7734184278440109,11,EMA_TRAIL
EURUSD,LIMIT,M6_time10,short,2013-03-28 13:00:00+00:00,-1.0,15,SL
EURUSD,LIMIT,M1_fix2R,short,2013-04-15 09:00:00+00:00,2.0,2,TP
EURUSD,LIMIT,M2_fix3R,short,2013-04-15 09:00:00+00:00,-1.0,6,SL
EURUSD,LIMIT,M3_partial,short,2013-04-15 09:00:00+00:00,0.5,6,STOP_MOVED
EURUSD,LIMIT,M4_chandelier,short,2013-04-15 09:00:00+00:00,0.0,6,STOP_MOVED
EURUSD,LIMIT,M5_mp1,short,2013-04-15 09:00:00+00:00,0.7682774421995313,4,EMA_TRAIL
EURUSD,LIMIT,M6_time10,short,2013-04-15 09:00:00+00:00,2.0,2,TP
EURUSD,LIMIT,M1_fix2R,short,2013-05-16 13:00:00+00:00,2.0,4,TP
EURUSD,LIMIT,M2_fix3R,short,2013-05-16 13:00:00+00:00,3.0,5,TP
EURUSD,LIMIT,M3_partial,short,2013-05-16 13:00:00+00:00,2.0,5,TP
EURUSD,LIMIT,M4_chandelier,short,2013-05-16 13:00:00+00:00,0.6066606165606605,13,STOP_MOVED
EURUSD,LIMIT,M5_mp1,short,2013-05-16 13:00:00+00:00,1.2505064671964714,13,EMA_TRAIL
EURUSD,LIMIT,M6_time10,short,2013-05-16 13:00:00+00:00,2.0,4,TP
EURUSD,LIMIT,M1_fix2R,short,2013-07-09 05:00:00+00:00,2.0,2,TP
EURUSD,LIMIT,M2_fix3R,short,2013-07-09 05:00:00+00:00,3.0,2,TP
EURUSD,LIMIT,M3_partial,short,2013-07-09 05:00:00+00:00,2.0,2,TP
EURUSD,LIMIT,M4_chandelier,short,2013-07-09 05:00:00+00:00,2.212214838955379,8,STOP_MOVED
EURUSD,LIMIT,M5_mp1,short,2013-07-09 05:00:00+00:00,1.7704109704997992,8,EMA_TRAIL
EURUSD,LIMIT,M6_time10,short,2013-07-09 05:00:00+00:00,2.0,2,TP
EURUSD,LIMIT,M1_fix2R,long,2013-08-28 09:00:00+00:00,-1.0,1,SL
EURUSD,LIMIT,M2_fix3R,long,2013-08-28 09:00:00+00:00,-1.0,1,SL
EURUSD,LIMIT,M3_partial,long,2013-08-28 09:00:00+00:00,-1.0,1,SL
EURUSD,LIMIT,M4_chandelier,long,2013-08-28 09:00:00+00:00,-1.0,1,SL
EURUSD,LIMIT,M5_mp1,long,2013-08-28 09:00:00+00:00,-1.0,1,SL
EURUSD,LIMIT,M6_time10,long,2013-08-28 09:00:00+00:00,-1.0,1,SL
EURUSD,LIMIT,M1_fix2R,long,2013-09-29 21:00:00+00:00,2.0,3,TP
EURUSD,LIMIT,M2_fix3R,long,2013-09-29 21:00:00+00:00,3.0,8,TP
EURUSD,LIMIT,M3_partial,long,2013-09-29 21:00:00+00:00,2.0,8,TP
EURUSD,LIMIT,M4_chandelier,long,2013-09-29 21:00:00+00:00,3.1719745222927185,28,STOP_MOVED
EURUSD,LIMIT,M5_mp1,long,2013-09-29 21:00:00+00:00,1.0857801253171,12,EMA_TRAIL
EURUSD,LIMIT,M6_time10,long,2013-09-29 21:00:00+00:00,2.0,3,TP
EURUSD,LIMIT,M1_fix2R,long,2013-10-31 09:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M2_fix3R,long,2013-10-31 09:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M3_partial,long,2013-10-31 09:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M4_chandelier,long,2013-10-31 09:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M5_mp1,long,2013-10-31 09:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M6_time10,long,2013-10-31 09:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M1_fix2R,long,2013-11-01 01:00:00+00:00,-1.0,1,SL
EURUSD,LIMIT,M2_fix3R,long,2013-11-01 01:00:00+00:00,-1.0,1,SL
EURUSD,LIMIT,M3_partial,long,2013-11-01 01:00:00+00:00,-1.0,1,SL
EURUSD,LIMIT,M4_chandelier,long,2013-11-01 01:00:00+00:00,-1.0,1,SL
EURUSD,LIMIT,M5_mp1,long,2013-11-01 01:00:00+00:00,-1.0,1,SL
EURUSD,LIMIT,M6_time10,long,2013-11-01 01:00:00+00:00,-1.0,1,SL
EURUSD,LIMIT,M1_fix2R,long,2013-12-04 10:00:00+00:00,2.0,1,TP
EURUSD,LIMIT,M2_fix3R,long,2013-12-04 10:00:00+00:00,3.0,5,TP
EURUSD,LIMIT,M3_partial,long,2013-12-04 10:00:00+00:00,2.0,5,TP
EURUSD,LIMIT,M4_chandelier,long,2013-12-04 10:00:00+00:00,0.0,6,STOP_MOVED
EURUSD,LIMIT,M5_mp1,long,2013-12-04 10:00:00+00:00,0.5,6,STOP_MOVED
EURUSD,LIMIT,M6_time10,long,2013-12-04 10:00:00+00:00,2.0,1,TP
EURUSD,LIMIT,M1_fix2R,long,2013-12-31 06:00:00+00:00,-1.0,6,SL
EURUSD,LIMIT,M2_fix3R,long,2013-12-31 06:00:00+00:00,-1.0,6,SL
EURUSD,LIMIT,M3_partial,long,2013-12-31 06:00:00+00:00,-1.0,6,SL
EURUSD,LIMIT,M4_chandelier,long,2013-12-31 06:00:00+00:00,-1.0,6,SL
EURUSD,LIMIT,M5_mp1,long,2013-12-31 06:00:00+00:00,-1.0,6,SL
EURUSD,LIMIT,M6_time10,long,2013-12-31 06:00:00+00:00,-1.0,6,SL
EURUSD,LIMIT,M1_fix2R,long,2014-03-05 10:00:00+00:00,2.0,6,TP
EURUSD,LIMIT,M2_fix3R,long,2014-03-05 10:00:00+00:00,3.0,6,TP
EURUSD,LIMIT,M3_partial,long,2014-03-05 10:00:00+00:00,2.0,6,TP
EURUSD,LIMIT,M4_chandelier,long,2014-03-05 10:00:00+00:00,5.125020449563147,23,STOP_MOVED
EURUSD,LIMIT,M5_mp1,long,2014-03-05 10:00:00+00:00,3.8274220462650366,29,EMA_TRAIL
EURUSD,LIMIT,M6_time10,long,2014-03-05 10:00:00+00:00,2.0,6,TP
EURUSD,LIMIT,M1_fix2R,long,2014-03-27 13:00:00+00:00,-1.0,4,SL
EURUSD,LIMIT,M2_fix3R,long,2014-03-27 13:00:00+00:00,-1.0,4,SL
EURUSD,LIMIT,M3_partial,long,2014-03-27 13:00:00+00:00,0.5,4,STOP_MOVED
EURUSD,LIMIT,M4_chandelier,long,2014-03-27 13:00:00+00:00,0.0,4,STOP_MOVED
EURUSD,LIMIT,M5_mp1,long,2014-03-27 13:00:00+00:00,-1.0,4,SL
EURUSD,LIMIT,M6_time10,long,2014-03-27 13:00:00+00:00,-1.0,4,SL
EURUSD,LIMIT,M1_fix2R,long,2014-04-16 13:00:00+00:00,2.0,5,TP
EURUSD,LIMIT,M2_fix3R,long,2014-04-16 13:00:00+00:00,-1.0,18,SL
EURUSD,LIMIT,M3_partial,long,2014-04-16 13:00:00+00:00,0.5,6,STOP_MOVED
EURUSD,LIMIT,M4_chandelier,long,2014-04-16 13:00:00+00:00,0.0,6,STOP_MOVED
EURUSD,LIMIT,M5_mp1,long,2014-04-16 13:00:00+00:00,0.5,6,STOP_MOVED
EURUSD,LIMIT,M6_time10,long,2014-04-16 13:00:00+00:00,2.0,5,TP
EURUSD,LIMIT,M1_fix2R,long,2014-05-08 13:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M2_fix3R,long,2014-05-08 13:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M3_partial,long,2014-05-08 13:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M4_chandelier,long,2014-05-08 13:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M5_mp1,long,2014-05-08 13:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M6_time10,long,2014-05-08 13:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M1_fix2R,short,2014-06-16 21:00:00+00:00,2.0,3,TP
EURUSD,LIMIT,M2_fix3R,short,2014-06-16 21:00:00+00:00,3.0,4,TP
EURUSD,LIMIT,M3_partial,short,2014-06-16 21:00:00+00:00,2.0,4,TP
EURUSD,LIMIT,M4_chandelier,short,2014-06-16 21:00:00+00:00,0.0,10,STOP_MOVED
EURUSD,LIMIT,M5_mp1,short,2014-06-16 21:00:00+00:00,1.531236921203808,1,EMA_TRAIL
EURUSD,LIMIT,M6_time10,short,2014-06-16 21:00:00+00:00,2.0,3,TP
EURUSD,LIMIT,M1_fix2R,short,2014-08-01 09:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M2_fix3R,short,2014-08-01 09:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M3_partial,short,2014-08-01 09:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M4_chandelier,short,2014-08-01 09:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M5_mp1,short,2014-08-01 09:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M6_time10,short,2014-08-01 09:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M1_fix2R,short,2014-08-08 13:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M2_fix3R,short,2014-08-08 13:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M3_partial,short,2014-08-08 13:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M4_chandelier,short,2014-08-08 13:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M5_mp1,short,2014-08-08 13:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M6_time10,short,2014-08-08 13:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M1_fix2R,short,2014-08-12 17:00:00+00:00,-1.0,4,SL
EURUSD,LIMIT,M2_fix3R,short,2014-08-12 17:00:00+00:00,-1.0,4,SL
EURUSD,LIMIT,M3_partial,short,2014-08-12 17:00:00+00:00,-1.0,4,SL
EURUSD,LIMIT,M4_chandelier,short,2014-08-12 17:00:00+00:00,-1.0,4,SL
EURUSD,LIMIT,M5_mp1,short,2014-08-12 17:00:00+00:00,-1.0,4,SL
EURUSD,LIMIT,M6_time10,short,2014-08-12 17:00:00+00:00,-1.0,4,SL
EURUSD,LIMIT,M1_fix2R,short,2014-09-09 17:00:00+00:00,2.0,5,TP
EURUSD,LIMIT,M2_fix3R,short,2014-09-09 17:00:00+00:00,-1.0,17,SL
EURUSD,LIMIT,M3_partial,short,2014-09-09 17:00:00+00:00,0.5,10,STOP_MOVED
EURUSD,LIMIT,M4_chandelier,short,2014-09-09 17:00:00+00:00,0.0,10,STOP_MOVED
EURUSD,LIMIT,M5_mp1,short,2014-09-09 17:00:00+00:00,0.5,10,STOP_MOVED
EURUSD,LIMIT,M6_time10,short,2014-09-09 17:00:00+00:00,2.0,5,TP
EURUSD,LIMIT,M1_fix2R,short,2014-10-02 13:00:00+00:00,2.0,5,TP
EURUSD,LIMIT,M2_fix3R,short,2014-10-02 13:00:00+00:00,3.0,5,TP
EURUSD,LIMIT,M3_partial,short,2014-10-02 13:00:00+00:00,2.0,5,TP
EURUSD,LIMIT,M4_chandelier,short,2014-10-02 13:00:00+00:00,2.1322208315949065,13,STOP_MOVED
EURUSD,LIMIT,M5_mp1,short,2014-10-02 13:00:00+00:00,2.265169424743767,12,EMA_TRAIL
EURUSD,LIMIT,M6_time10,short,2014-10-02 13:00:00+00:00,2.0,5,TP
EURUSD,LIMIT,M1_fix2R,short,2014-10-27 01:00:00+00:00,-1.0,8,SL
EURUSD,LIMIT,M2_fix3R,short,2014-10-27 01:00:00+00:00,-1.0,8,SL
EURUSD,LIMIT,M3_partial,short,2014-10-27 01:00:00+00:00,-1.0,8,SL
EURUSD,LIMIT,M4_chandelier,short,2014-10-27 01:00:00+00:00,-1.0,8,SL
EURUSD,LIMIT,M5_mp1,short,2014-10-27 01:00:00+00:00,-1.0,8,SL
EURUSD,LIMIT,M6_time10,short,2014-10-27 01:00:00+00:00,-1.0,8,SL
EURUSD,LIMIT,M1_fix2R,short,2014-11-11 18:00:00+00:00,-1.0,17,SL
EURUSD,LIMIT,M2_fix3R,short,2014-11-11 18:00:00+00:00,-1.0,17,SL
EURUSD,LIMIT,M3_partial,short,2014-11-11 18:00:00+00:00,0.5,9,STOP_MOVED
EURUSD,LIMIT,M4_chandelier,short,2014-11-11 18:00:00+00:00,0.0,9,STOP_MOVED
EURUSD,LIMIT,M5_mp1,short,2014-11-11 18:00:00+00:00,0.5,17,STOP_MOVED
EURUSD,LIMIT,M6_time10,short,2014-11-11 18:00:00+00:00,-1.0,17,SL
EURUSD,LIMIT,M1_fix2R,short,2014-12-04 10:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M2_fix3R,short,2014-12-04 10:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M3_partial,short,2014-12-04 10:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M4_chandelier,short,2014-12-04 10:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M5_mp1,short,2014-12-04 10:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M6_time10,short,2014-12-04 10:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M1_fix2R,short,2014-12-09 06:00:00+00:00,-1.0,2,SL
EURUSD,LIMIT,M2_fix3R,short,2014-12-09 06:00:00+00:00,-1.0,2,SL
EURUSD,LIMIT,M3_partial,short,2014-12-09 06:00:00+00:00,-1.0,2,SL
EURUSD,LIMIT,M4_chandelier,short,2014-12-09 06:00:00+00:00,-1.0,2,SL
EURUSD,LIMIT,M5_mp1,short,2014-12-09 06:00:00+00:00,-1.0,2,SL
EURUSD,LIMIT,M6_time10,short,2014-12-09 06:00:00+00:00,-1.0,2,SL
EURUSD,LIMIT,M1_fix2R,short,2014-12-29 06:00:00+00:00,2.0,2,TP
EURUSD,LIMIT,M2_fix3R,short,2014-12-29 06:00:00+00:00,3.0,3,TP
EURUSD,LIMIT,M3_partial,short,2014-12-29 06:00:00+00:00,0.5,2,STOP_MOVED
EURUSD,LIMIT,M4_chandelier,short,2014-12-29 06:00:00+00:00,0.0,2,STOP_MOVED
EURUSD,LIMIT,M5_mp1,short,2014-12-29 06:00:00+00:00,0.5722157092614203,1,EMA_TRAIL
EURUSD,LIMIT,M6_time10,short,2014-12-29 06:00:00+00:00,2.0,2,TP
EURUSD,LIMIT,M1_fix2R,short,2015-01-27 06:00:00+00:00,-1.0,2,SL
EURUSD,LIMIT,M2_fix3R,short,2015-01-27 06:00:00+00:00,-1.0,2,SL
EURUSD,LIMIT,M3_partial,short,2015-01-27 06:00:00+00:00,0.5,2,STOP_MOVED
EURUSD,LIMIT,M4_chandelier,short,2015-01-27 06:00:00+00:00,0.0,2,STOP_MOVED
EURUSD,LIMIT,M5_mp1,short,2015-01-27 06:00:00+00:00,-1.0,2,SL
EURUSD,LIMIT,M6_time10,short,2015-01-27 06:00:00+00:00,-1.0,2,SL
EURUSD,LIMIT,M1_fix2R,short,2015-02-13 06:00:00+00:00,2.0,8,TP
EURUSD,LIMIT,M2_fix3R,short,2015-02-13 06:00:00+00:00,3.0,30,TP
EURUSD,LIMIT,M3_partial,short,2015-02-13 06:00:00+00:00,0.5,13,STOP_MOVED
EURUSD,LIMIT,M4_chandelier,short,2015-02-13 06:00:00+00:00,0.336739029275476,13,STOP_MOVED
EURUSD,LIMIT,M5_mp1,short,2015-02-13 06:00:00+00:00,1.3240570268611027,12,EMA_TRAIL
EURUSD,LIMIT,M6_time10,short,2015-02-13 06:00:00+00:00,2.0,8,TP
EURUSD,LIMIT,M1_fix2R,short,2015-03-18 17:00:00+00:00,2.0,1,TP
EURUSD,LIMIT,M2_fix3R,short,2015-03-18 17:00:00+00:00,3.0,1,TP
EURUSD,LIMIT,M3_partial,short,2015-03-18 17:00:00+00:00,2.0,1,TP
EURUSD,LIMIT,M4_chandelier,short,2015-03-18 17:00:00+00:00,4.266213510870903,16,STOP_MOVED
EURUSD,LIMIT,M5_mp1,short,2015-03-18 17:00:00+00:00,2.7109036733552623,1,EMA_TRAIL
EURUSD,LIMIT,M6_time10,short,2015-03-18 17:00:00+00:00,2.0,1,TP
EURUSD,LIMIT,M1_fix2R,short,2015-04-02 05:00:00+00:00,-1.0,1,SL
EURUSD,LIMIT,M2_fix3R,short,2015-04-02 05:00:00+00:00,-1.0,1,SL
EURUSD,LIMIT,M3_partial,short,2015-04-02 05:00:00+00:00,-1.0,1,SL
EURUSD,LIMIT,M4_chandelier,short,2015-04-02 05:00:00+00:00,-1.0,1,SL
EURUSD,LIMIT,M5_mp1,short,2015-04-02 05:00:00+00:00,-1.0,1,SL
EURUSD,LIMIT,M6_time10,short,2015-04-02 05:00:00+00:00,-1.0,1,SL
EURUSD,LIMIT,M1_fix2R,long,2015-05-19 09:00:00+00:00,-1.0,5,SL
EURUSD,LIMIT,M2_fix3R,long,2015-05-19 09:00:00+00:00,-1.0,5,SL
EURUSD,LIMIT,M3_partial,long,2015-05-19 09:00:00+00:00,-1.0,5,SL
EURUSD,LIMIT,M4_chandelier,long,2015-05-19 09:00:00+00:00,-1.0,5,SL
EURUSD,LIMIT,M5_mp1,long,2015-05-19 09:00:00+00:00,-1.0,5,SL
EURUSD,LIMIT,M6_time10,long,2015-05-19 09:00:00+00:00,-1.0,5,SL
EURUSD,LIMIT,M1_fix2R,short,2015-07-16 13:00:00+00:00,2.0,7,TP
EURUSD,LIMIT,M2_fix3R,short,2015-07-16 13:00:00+00:00,-1.0,18,SL
EURUSD,LIMIT,M3_partial,short,2015-07-16 13:00:00+00:00,0.5,18,STOP_MOVED
EURUSD,LIMIT,M4_chandelier,short,2015-07-16 13:00:00+00:00,0.5228642572897765,18,STOP_MOVED
EURUSD,LIMIT,M5_mp1,short,2015-07-16 13:00:00+00:00,0.5,18,STOP_MOVED
EURUSD,LIMIT,M6_time10,short,2015-07-16 13:00:00+00:00,2.0,7,TP
EURUSD,LIMIT,M1_fix2R,short,2015-08-07 05:00:00+00:00,-1.0,8,SL
EURUSD,LIMIT,M2_fix3R,short,2015-08-07 05:00:00+00:00,-1.0,8,SL
EURUSD,LIMIT,M3_partial,short,2015-08-07 05:00:00+00:00,0.5,2,STOP_MOVED
EURUSD,LIMIT,M4_chandelier,short,2015-08-07 05:00:00+00:00,0.0,2,STOP_MOVED
EURUSD,LIMIT,M5_mp1,short,2015-08-07 05:00:00+00:00,0.5,2,STOP_MOVED
EURUSD,LIMIT,M6_time10,short,2015-08-07 05:00:00+00:00,-1.0,8,SL
EURUSD,LIMIT,M1_fix2R,long,2015-09-24 21:00:00+00:00,-1.0,2,SL
EURUSD,LIMIT,M2_fix3R,long,2015-09-24 21:00:00+00:00,-1.0,2,SL
EURUSD,LIMIT,M3_partial,long,2015-09-24 21:00:00+00:00,-1.0,2,SL
EURUSD,LIMIT,M4_chandelier,long,2015-09-24 21:00:00+00:00,-1.0,2,SL
EURUSD,LIMIT,M5_mp1,long,2015-09-24 21:00:00+00:00,-1.0,2,SL
EURUSD,LIMIT,M6_time10,long,2015-09-24 21:00:00+00:00,-1.0,2,SL
EURUSD,LIMIT,M1_fix2R,long,2015-10-15 09:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M2_fix3R,long,2015-10-15 09:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M3_partial,long,2015-10-15 09:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M4_chandelier,long,2015-10-15 09:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M5_mp1,long,2015-10-15 09:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M6_time10,long,2015-10-15 09:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M1_fix2R,long,2015-10-22 09:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M2_fix3R,long,2015-10-22 09:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M3_partial,long,2015-10-22 09:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M4_chandelier,long,2015-10-22 09:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M5_mp1,long,2015-10-22 09:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M6_time10,long,2015-10-22 09:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M1_fix2R,short,2015-12-03 10:00:00+00:00,-1.0,1,SL
EURUSD,LIMIT,M2_fix3R,short,2015-12-03 10:00:00+00:00,-1.0,1,SL
EURUSD,LIMIT,M3_partial,short,2015-12-03 10:00:00+00:00,-1.0,1,SL
EURUSD,LIMIT,M4_chandelier,short,2015-12-03 10:00:00+00:00,-1.0,1,SL
EURUSD,LIMIT,M5_mp1,short,2015-12-03 10:00:00+00:00,-1.0,1,SL
EURUSD,LIMIT,M6_time10,short,2015-12-03 10:00:00+00:00,-1.0,1,SL
EURUSD,LIMIT,M1_fix2R,short,2015-12-21 14:00:00+00:00,-1.0,6,SL
EURUSD,LIMIT,M2_fix3R,short,2015-12-21 14:00:00+00:00,-1.0,6,SL
EURUSD,LIMIT,M3_partial,short,2015-12-21 14:00:00+00:00,-1.0,6,SL
EURUSD,LIMIT,M4_chandelier,short,2015-12-21 14:00:00+00:00,-1.0,6,SL
EURUSD,LIMIT,M5_mp1,short,2015-12-21 14:00:00+00:00,-1.0,6,SL
EURUSD,LIMIT,M6_time10,short,2015-12-21 14:00:00+00:00,-1.0,6,SL
EURUSD,LIMIT,M1_fix2R,short,2016-01-07 02:00:00+00:00,-1.0,1,SL
EURUSD,LIMIT,M2_fix3R,short,2016-01-07 02:00:00+00:00,-1.0,1,SL
EURUSD,LIMIT,M3_partial,short,2016-01-07 02:00:00+00:00,-1.0,1,SL
EURUSD,LIMIT,M4_chandelier,short,2016-01-07 02:00:00+00:00,-1.0,1,SL
EURUSD,LIMIT,M5_mp1,short,2016-01-07 02:00:00+00:00,-1.0,1,SL
EURUSD,LIMIT,M6_time10,short,2016-01-07 02:00:00+00:00,-1.0,1,SL
EURUSD,LIMIT,M1_fix2R,long,2016-02-02 14:00:00+00:00,2.0,6,TP
EURUSD,LIMIT,M2_fix3R,long,2016-02-02 14:00:00+00:00,3.0,6,TP
EURUSD,LIMIT,M3_partial,long,2016-02-02 14:00:00+00:00,2.0,6,TP
EURUSD,LIMIT,M4_chandelier,long,2016-02-02 14:00:00+00:00,4.3444740619234965,23,STOP_MOVED
EURUSD,LIMIT,M5_mp1,long,2016-02-02 14:00:00+00:00,3.310142847379013,23,EMA_TRAIL
EURUSD,LIMIT,M6_time10,long,2016-02-02 14:00:00+00:00,2.0,6,TP
EURUSD,LIMIT,M1_fix2R,long,2016-02-26 14:00:00+00:00,-1.0,5,SL
EURUSD,LIMIT,M2_fix3R,long,2016-02-26 14:00:00+00:00,-1.0,5,SL
EURUSD,LIMIT,M3_partial,long,2016-02-26 14:00:00+00:00,-1.0,5,SL
EURUSD,LIMIT,M4_chandelier,long,2016-02-26 14:00:00+00:00,-1.0,5,SL
EURUSD,LIMIT,M5_mp1,long,2016-02-26 14:00:00+00:00,-1.0,5,SL
EURUSD,LIMIT,M6_time10,long,2016-02-26 14:00:00+00:00,-1.0,5,SL
EURUSD,LIMIT,M1_fix2R,long,2016-03-21 21:00:00+00:00,-1.0,2,SL
EURUSD,LIMIT,M2_fix3R,long,2016-03-21 21:00:00+00:00,-1.0,2,SL
EURUSD,LIMIT,M3_partial,long,2016-03-21 21:00:00+00:00,-1.0,2,SL
EURUSD,LIMIT,M4_chandelier,long,2016-03-21 21:00:00+00:00,-1.0,2,SL
EURUSD,LIMIT,M5_mp1,long,2016-03-21 21:00:00+00:00,-1.0,2,SL
EURUSD,LIMIT,M6_time10,long,2016-03-21 21:00:00+00:00,-1.0,2,SL
EURUSD,LIMIT,M1_fix2R,long,2016-04-06 09:00:00+00:00,2.0,1,TP
EURUSD,LIMIT,M2_fix3R,long,2016-04-06 09:00:00+00:00,3.0,1,TP
EURUSD,LIMIT,M3_partial,long,2016-04-06 09:00:00+00:00,2.0,1,TP
EURUSD,LIMIT,M4_chandelier,long,2016-04-06 09:00:00+00:00,0.19945000151099065,7,STOP_MOVED
EURUSD,LIMIT,M5_mp1,long,2016-04-06 09:00:00+00:00,1.524407442104085,6,EMA_TRAIL
EURUSD,LIMIT,M6_time10,long,2016-04-06 09:00:00+00:00,2.0,1,TP
EURUSD,LIMIT,M1_fix2R,long,2016-04-20 13:00:00+00:00,-1.0,1,SL
EURUSD,LIMIT,M2_fix3R,long,2016-04-20 13:00:00+00:00,-1.0,1,SL
EURUSD,LIMIT,M3_partial,long,2016-04-20 13:00:00+00:00,-1.0,1,SL
EURUSD,LIMIT,M4_chandelier,long,2016-04-20 13:00:00+00:00,-1.0,1,SL
EURUSD,LIMIT,M5_mp1,long,2016-04-20 13:00:00+00:00,-1.0,1,SL
EURUSD,LIMIT,M6_time10,long,2016-04-20 13:00:00+00:00,-1.0,1,SL
EURUSD,LIMIT,M1_fix2R,long,2016-05-10 09:00:00+00:00,2.0,7,TP
EURUSD,LIMIT,M2_fix3R,long,2016-05-10 09:00:00+00:00,-1.0,18,SL
EURUSD,LIMIT,M3_partial,long,2016-05-10 09:00:00+00:00,0.5,17,STOP_MOVED
EURUSD,LIMIT,M4_chandelier,long,2016-05-10 09:00:00+00:00,0.4312841324714893,12,STOP_MOVED
EURUSD,LIMIT,M5_mp1,long,2016-05-10 09:00:00+00:00,1.2669054895868936,12,EMA_TRAIL
EURUSD,LIMIT,M6_time10,long,2016-05-10 09:00:00+00:00,2.0,7,TP
EURUSD,LIMIT,M1_fix2R,short,2016-06-03 13:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M2_fix3R,short,2016-06-03 13:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M3_partial,short,2016-06-03 13:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M4_chandelier,short,2016-06-03 13:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M5_mp1,short,2016-06-03 13:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M6_time10,short,2016-06-03 13:00:00+00:00,-1.0,0,SAME_BAR_SL
EURUSD,LIMIT,M1_fix2R,long,2016-06-09 05:00:00+00:00,-1.0,1,SL
EURUSD,LIMIT,M2_fix3R,long,2016-06-09 05:00:00+00:00,-1.0,1,SL
EURUSD,LIMIT,M3_partial,long,2016-06-09 05:00:00+00:00,-1.0,1,SL
EURUSD,LIMIT,M4_chandelier,long,2016-06-09 05:00:00+00:00,-1.0,1,SL
