instrument,model,side,bias,entry_ts,exit_ts,entry,exit,r,pnl_pct,bars,reason,partial_tp1
NKD,S3,long,RISK_ON,2016-08-10 00:00:00+00:00,2016-08-19 00:00:00+00:00,16710.0,16437.85714285714,-1.0,-0.005,8,SL,False
YM,S3,long,RISK_ON,2016-08-21 00:00:00+00:00,2016-08-25 00:00:00+00:00,18525.0,18425.821428571428,-1.0,-0.005,4,SL,False
ES,S3,long,RISK_ON,2016-08-30 00:00:00+00:00,2016-09-01 00:00:00+00:00,2175.25,2158.5,-1.0,-0.005,2,SL,False
NQ,S2,long,RISK_ON,2016-09-21 00:00:00+00:00,2016-10-12 00:00:00+00:00,4847.25,4800.25,-0.4973544973544973,-0.002486772486772487,18,SMA50_BREAK,False
DAX,S2,long,RISK_ON,2016-09-22 00:00:00+00:00,2016-09-26 00:00:00+00:00,10674.5,10379.0,-0.6749327025042814,-0.0033746635125214072,2,SMA50_BREAK,False
NKD,S2,long,RISK_ON,2016-10-10 00:00:00+00:00,2016-11-08 00:00:00+00:00,17090.0,16658.571428571428,-1.0,-0.005,25,SL,False
DAX,S3,long,RISK_ON,2016-10-26 00:00:00+00:00,2016-11-01 00:00:00+00:00,10695.5,10557.035714285714,-1.0,-0.005,4,SL,False
ES,S3,long,RISK_ON,2016-11-28 00:00:00+00:00,2016-12-01 00:00:00+00:00,2201.5,2201.5,0.34693260803868464,0.0017346630401934232,3,STOP_AFTER_TP1,True
NKD,S2,long,RISK_ON,2016-11-30 00:00:00+00:00,2017-01-17 00:00:00+00:00,18750.0,18805.0,0.08680947012401367,0.00043404735062006837,39,SMA50_BREAK,False
ES,S3,long,RISK_ON,2016-12-14 00:00:00+00:00,2016-12-30 00:00:00+00:00,2253.25,2233.6339285714284,-1.0,-0.005,13,SL,False
NQ,S2,long,RISK_ON,2016-12-27 00:00:00+00:00,2016-12-30 00:00:00+00:00,4969.25,4898.089285714285,-1.0,-0.005,3,SL,False
YM,S3,long,RISK_ON,2016-12-28 00:00:00+00:00,2016-12-30 00:00:00+00:00,19786.0,19716.39285714286,-1.0,-0.005,2,SL,False
YM,S3,long,RISK_ON,2016-12-30 00:00:00+00:00,2017-01-19 00:00:00+00:00,19705.0,19613.714285714286,-1.0,-0.005,16,SL,False
DAX,S2,long,RISK_ON,2017-01-02 00:00:00+00:00,2017-04-19 00:00:00+00:00,11591.0,11997.5,1.7450364124185453,0.008725182062092727,75,SMA50_BREAK,False
NQ,S3,long,RISK_ON,2017-01-03 00:00:00+00:00,2017-03-21 00:00:00+00:00,4913.25,5324.5,5.3380485452499356,0.026690242726249678,66,EMA_TRAIL,True
ES,S3,long,RISK_ON,2017-01-03 00:00:00+00:00,2017-01-11 00:00:00+00:00,2255.25,2255.25,0.271251193887297,0.001356255969436485,7,STOP_AFTER_TP1,True
ES,S3,long,RISK_ON,2017-01-16 00:00:00+00:00,2017-01-17 00:00:00+00:00,2267.75,2258.3571428571427,-1.0,-0.005,1,SL,False
ES,S3,long,RISK_ON,2017-01-17 00:00:00+00:00,2017-01-30 00:00:00+00:00,2265.5,2265.5,0.26666666666666666,0.0013333333333333333,11,STOP_AFTER_TP1,True
ES,S3,long,RISK_ON,2017-01-31 00:00:00+00:00,2017-03-21 00:00:00+00:00,2276.5,2335.75,2.2527363184079605,0.011263681592039802,42,SMA50_BREAK,True
NKD,S3,long,RISK_ON,2017-03-03 00:00:00+00:00,2017-03-06 00:00:00+00:00,19500.0,19296.428571428572,-1.0,-0.005,2,SL,False
YM,S3,long,RISK_ON,2017-03-05 00:00:00+00:00,2017-03-08 00:00:00+00:00,20927.0,20837.321428571428,-1.0,-0.005,3,SL,False
YM,S3,long,RISK_ON,2017-03-08 00:00:00+00:00,2017-03-14 00:00:00+00:00,20859.0,20776.964285714286,-1.0,-0.005,5,SL,False
YM,S3,long,RISK_ON,2017-03-14 00:00:00+00:00,2017-03-21 00:00:00+00:00,20820.0,20682.39285714286,-1.0,-0.005,6,SL,False
NQ,S3,long,RISK_ON,2017-03-24 00:00:00+00:00,2017-03-27 00:00:00+00:00,5373.75,5326.964285714285,-1.0,-0.005,2,SL,False
NQ,S3,long,RISK_ON,2017-04-05 00:00:00+00:00,2017-04-11 00:00:00+00:00,5406.25,5375.830357142857,-1.0,-0.005,5,SL,False
DAX,S2,long,RISK_ON,2017-05-05 00:00:00+00:00,2017-06-27 00:00:00+00:00,12836.0,12592.0,-0.5163045531834493,-0.0025815227659172464,36,SMA50_BREAK,False
ES,S3,long,RISK_ON,2017-05-09 00:00:00+00:00,2017-05-11 00:00:00+00:00,2390.0,2381.6785714285716,-1.0,-0.005,2,SL,False
YM,S3,long,RISK_ON,2017-05-10 00:00:00+00:00,2017-05-11 00:00:00+00:00,20891.0,20786.785714285714,-1.0,-0.005,1,SL,False
ES,S3,long,RISK_ON,2017-05-11 00:00:00+00:00,2017-05-16 00:00:00+00:00,2388.75,2383.5,0.0972785176606844,0.000486392588303422,4,EMA_TRAIL,True
YM,S3,long,RISK_ON,2017-05-11 00:00:00+00:00,2017-05-17 00:00:00+00:00,20846.0,20710.0,-1.0,-0.005,5,SL,False
NKD,S3,long,RISK_ON,2017-05-14 00:00:00+00:00,2017-05-17 00:00:00+00:00,19865.0,19685.535714285714,-1.0,-0.005,3,SL,False
NQ,S3,long,RISK_ON,2017-05-18 00:00:00+00:00,2017-06-09 00:00:00+00:00,5624.75,5737.25,1.6728232189973613,0.008364116094986806,19,EMA_TRAIL,True
NKD,S3,long,RISK_ON,2017-05-21 00:00:00+00:00,2017-06-14 00:00:00+00:00,19670.0,19810.0,0.8679065331425793,0.004339532665712896,21,EMA_TRAIL,True
YM,S3,long,RISK_ON,2017-05-21 00:00:00+00:00,2017-06-29 00:00:00+00:00,20803.0,21278.0,1.5645706558485464,0.007822853279242733,34,EMA_TRAIL,True
ES,S2,long,RISK_ON,2017-06-01 00:00:00+00:00,2017-07-06 00:00:00+00:00,2434.75,2410.5,-0.612263300270517,-0.003061316501352585,30,SMA50_BREAK,False
NQ,S5,long,RISK_ON,2017-06-12 00:00:00+00:00,2017-06-27 00:00:00+00:00,5727.0,5665.25,-0.6675675675675675,-0.0033378378378378375,13,SMA50_BREAK,False
NKD,S3,long,RISK_ON,2017-06-16 00:00:00+00:00,2017-06-25 00:00:00+00:00,19985.0,19985.0,0.26898676817110617,0.0013449338408555308,7,STOP_AFTER_TP1,True
NKD,S3,long,RISK_ON,2017-07-12 00:00:00+00:00,2017-07-17 00:00:00+00:00,20150.0,19972.321428571428,-1.0,-0.005,4,SL,False
YM,S3,long,RISK_ON,2017-07-21 00:00:00+00:00,2017-08-17 00:00:00+00:00,21522.0,21750.0,1.4738222347101428,0.007369111173550714,23,EMA_TRAIL,True
NQ,S3,long,RISK_ON,2017-07-27 00:00:00+00:00,2017-08-10 00:00:00+00:00,5875.75,5818.303571428572,-1.0,-0.005,12,SL,False
ES,S3,long,RISK_ON,2017-07-30 00:00:00+00:00,2017-08-08 00:00:00+00:00,2469.0,2464.25,0.051708217913203236,0.00025854108956601616,8,EMA_TRAIL,True
ES,S3,long,RISK_ON,2017-08-09 00:00:00+00:00,2017-08-10 00:00:00+00:00,2471.5,2453.214285714286,-1.0,-0.005,1,SL,False
ES,S3,long,RISK_ON,2017-08-15 00:00:00+00:00,2017-08-17 00:00:00+00:00,2463.5,2439.9464285714284,-1.0,-0.005,2,SL,False
NQ,S3,long,RISK_ON,2017-08-15 00:00:00+00:00,2017-08-17 00:00:00+00:00,5909.0,5830.830357142857,-1.0,-0.005,2,SL,False
NQ,S3,long,RISK_ON,2017-09-14 00:00:00+00:00,2017-09-21 00:00:00+00:00,5963.25,5922.035714285715,-1.0,-0.005,6,SL,False
NKD,S2,long,RISK_ON,2017-09-20 00:00:00+00:00,2017-11-14 00:00:00+00:00,20360.0,22205.0,2.326587429060921,0.011632937145304605,47,EMA_TRAIL,True
ES,S3,long,RISK_ON,2017-09-21 00:00:00+00:00,2017-09-25 00:00:00+00:00,2494.5,2487.223214285714,-1.0,-0.005,3,SL,False
YM,S3,long,RISK_ON,2017-09-27 00:00:00+00:00,2017-11-14 00:00:00+00:00,22285.0,23322.0,5.079121095674495,0.025395605478372475,41,EMA_TRAIL,True
NQ,S2,long,RISK_ON,2017-10-05 00:00:00+00:00,2017-11-29 00:00:00+00:00,6066.25,6307.25,1.8825061171347155,0.009412530585673578,47,EMA_TRAIL,True
RTY,S3,long,RISK_ON,2017-10-11 00:00:00+00:00,2017-10-17 00:00:00+00:00,1507.3999999999999,1499.45,-1.0,-0.005,5,SL,False
RTY,S3,long,RISK_ON,2017-10-17 00:00:00+00:00,2017-10-25 00:00:00+00:00,1501.3999999999999,1490.575,-1.0,-0.005,7,SL,False
ES,S2,long,RISK_ON,2017-10-19 00:00:00+00:00,2017-10-25 00:00:00+00:00,2570.25,2545.9375,-1.0,-0.005,5,SL,False
DAX,S3,long,RISK_ON,2017-10-20 00:00:00+00:00,2017-11-10 00:00:00+00:00,12983.0,13125.0,2.043816112698647,0.010219080563493235,14,EMA_TRAIL,True
RTY,S3,long,RISK_ON,2017-10-26 00:00:00+00:00,2017-11-07 00:00:00+00:00,1499.3,1476.4678571428572,-1.0,-0.005,10,SL,False
ES,S3,long,RISK_ON,2017-10-30 00:00:00+00:00,2017-11-02 00:00:00+00:00,2570.0,2570.0,0.35112277631961997,0.0017556138815981,3,STOP_AFTER_TP1,True
