ticker,ts,ann_date,session,est,act,surp
IBM,2024-07-24 16:00:00-04:00,2024-07-24,amc,2.17,2.43,11.92
IBM,2024-10-23 16:00:00-04:00,2024-10-23,amc,2.23,2.3,3.33
IBM,2025-01-29 16:00:00-05:00,2025-01-29,amc,3.78,3.92,3.81
IBM,2025-04-23 16:00:00-04:00,2025-04-23,amc,1.43,1.6,12.12
IBM,2025-07-23 16:00:00-04:00,2025-07-23,amc,2.65,2.8,5.47
IBM,2025-10-22 16:00:00-04:00,2025-10-22,amc,2.45,2.65,8.31
FCX,2021-01-26 08:00:00-05:00,2021-01-26,bmo,0.4,0.39,-1.39
FCX,2021-04-22 08:00:00-04:00,2021-04-22,bmo,0.51,0.51,-0.38
FCX,2021-07-22 08:00:00-04:00,2021-07-22,bmo,0.75,0.77,2.2
FCX,2021-10-21 07:00:00-04:00,2021-10-21,bmo,0.81,0.89,9.93
FCX,2022-01-26 08:00:00-05:00,2022-01-26,bmo,0.94,0.96,2.15
FCX,2022-04-21 08:00:00-04:00,2022-04-21,bmo,0.92,1.07,16.06
FCX,2022-07-21 08:00:00-04:00,2022-07-21,bmo,0.65,0.58,-11.34
FCX,2022-10-20 08:00:00-04:00,2022-10-20,bmo,0.27,0.26,-3.98
FCX,2023-01-25 08:00:00-05:00,2023-01-25,bmo,0.47,0.52,9.86
FCX,2023-04-21 08:00:00-04:00,2023-04-21,bmo,0.45,0.52,16.24
FCX,2023-07-20 08:00:00-04:00,2023-07-20,bmo,0.36,0.35,-1.44
FCX,2023-10-19 08:00:00-04:00,2023-10-19,bmo,0.34,0.39,15.14
FCX,2024-01-24 08:00:00-05:00,2024-01-24,bmo,0.23,0.27,17.07
FCX,2024-04-23 08:00:00-04:00,2024-04-23,bmo,0.28,0.32,12.93
FCX,2024-07-23 08:00:00-04:00,2024-07-23,bmo,0.38,0.46,21.31
FCX,2024-10-22 08:00:00-04:00,2024-10-22,bmo,0.37,0.38,2.76
FCX,2025-01-23 08:00:00-05:00,2025-01-23,bmo,0.22,0.31,43.23
FCX,2025-04-24 08:00:00-04:00,2025-04-24,bmo,0.23,0.24,4.59
FCX,2025-07-23 08:00:00-04:00,2025-07-23,bmo,0.44,0.54,21.81
FCX,2025-10-23 08:00:00-04:00,2025-10-23,bmo,0.41,0.5,22.84
MSFT,2022-01-25 16:00:00-05:00,2022-01-25,amc,2.32,2.48,7.05
MSFT,2022-04-26 16:00:00-04:00,2022-04-26,amc,2.19,2.22,1.24
MSFT,2022-07-26 16:00:00-04:00,2022-07-26,amc,2.3,2.23,-2.85
MSFT,2022-10-25 16:00:00-04:00,2022-10-25,amc,2.29,2.35,2.41
MSFT,2023-01-24 16:00:00-05:00,2023-01-24,amc,2.27,2.2,-3.17
MSFT,2023-04-25 16:00:00-04:00,2023-04-25,amc,2.24,2.45,9.52
MSFT,2023-07-25 16:00:00-04:00,2023-07-25,amc,2.55,2.69,5.45
MSFT,2023-10-24 16:00:00-04:00,2023-10-24,amc,2.65,2.99,12.93
MSFT,2024-01-30 16:00:00-05:00,2024-01-30,amc,2.77,2.93,5.95
MSFT,2024-04-25 16:00:00-04:00,2024-04-25,amc,2.83,2.94,3.99
MSFT,2024-07-30 16:00:00-04:00,2024-07-30,amc,2.94,2.95,0.23
MSFT,2024-10-30 16:00:00-04:00,2024-10-30,amc,3.11,3.3,6.25
MSFT,2025-01-29 16:00:00-05:00,2025-01-29,amc,3.1,3.23,4.06
MSFT,2025-04-30 16:00:00-04:00,2025-04-30,amc,3.22,3.46,7.59
MSFT,2025-07-30 16:00:00-04:00,2025-07-30,amc,3.38,3.65,8.01
MSFT,2025-10-29 16:00:00-04:00,2025-10-29,amc,3.66,3.72,1.59
PM,2022-02-10 06:00:00-05:00,2022-02-10,bmo,1.33,1.35,1.71
PM,2022-04-21 06:00:00-04:00,2022-04-21,bmo,1.49,1.56,4.42
PM,2022-07-21 06:00:00-04:00,2022-07-21,bmo,1.25,1.48,18.47
PM,2022-10-20 06:00:00-04:00,2022-10-20,bmo,1.36,1.53,12.56
PM,2023-02-09 06:00:00-05:00,2023-02-09,bmo,1.28,1.39,8.87
PM,2023-04-20 06:00:00-04:00,2023-04-20,bmo,1.34,1.38,2.64
PM,2023-07-20 06:00:00-04:00,2023-07-20,bmo,1.48,1.6,8.36
PM,2023-10-19 06:00:00-04:00,2023-10-19,bmo,1.61,1.67,3.48
PM,2024-02-08 07:00:00-05:00,2024-02-08,bmo,1.45,1.36,-6.28
PM,2024-04-23 06:00:00-04:00,2024-04-23,bmo,1.41,1.5,6.47
PM,2024-07-23 07:00:00-04:00,2024-07-23,bmo,1.56,1.59,2.03
PM,2024-10-22 07:00:00-04:00,2024-10-22,bmo,1.82,1.91,4.9
PM,2025-02-06 06:00:00-05:00,2025-02-06,bmo,1.5,1.55,3.42
PM,2025-04-23 06:00:00-04:00,2025-04-23,bmo,1.61,1.69,4.79
PM,2025-07-22 07:00:00-04:00,2025-07-22,bmo,1.86,1.91,2.8
PM,2025-10-21 07:00:00-04:00,2025-10-21,bmo,2.1,2.24,6.88
SLB,2021-01-22 06:00:00-05:00,2021-01-22,bmo,0.17,0.22,29.07
SLB,2021-04-23 06:00:00-04:00,2021-04-23,bmo,0.19,0.21,12.76
SLB,2021-07-23 06:00:00-04:00,2021-07-23,bmo,0.26,0.3,15.79
SLB,2021-10-22 06:00:00-04:00,2021-10-22,bmo,0.36,0.36,0.83
SLB,2022-01-21 06:00:00-05:00,2022-01-21,bmo,0.39,0.41,5.07
SLB,2022-04-22 06:00:00-04:00,2022-04-22,bmo,0.33,0.34,2.0
SLB,2022-07-22 06:00:00-04:00,2022-07-22,bmo,0.4,0.5,25.09
SLB,2022-10-21 06:00:00-04:00,2022-10-21,bmo,0.55,0.63,14.32
SLB,2023-01-20 07:00:00-05:00,2023-01-20,bmo,0.68,0.71,4.9
SLB,2023-04-21 06:00:00-04:00,2023-04-21,bmo,0.61,0.63,3.59
SLB,2023-07-21 06:00:00-04:00,2023-07-21,bmo,0.71,0.72,1.0
SLB,2023-10-20 06:00:00-04:00,2023-10-20,bmo,0.77,0.78,1.62
SLB,2024-01-19 06:00:00-05:00,2024-01-19,bmo,0.83,0.86,3.23
SLB,2024-04-19 06:00:00-04:00,2024-04-19,bmo,0.75,0.75,0.14
SLB,2024-07-19 06:00:00-04:00,2024-07-19,bmo,0.83,0.85,2.55
SLB,2024-10-18 06:00:00-04:00,2024-10-18,bmo,0.88,0.89,0.63
SLB,2025-01-17 06:00:00-05:00,2025-01-17,bmo,0.9,0.92,2.01
SLB,2025-04-25 06:00:00-04:00,2025-04-25,bmo,0.73,0.72,-1.34
SLB,2025-07-18 06:00:00-04:00,2025-07-18,bmo,0.73,0.74,1.68
SLB,2025-10-17 06:00:00-04:00,2025-10-17,bmo,0.66,0.69,3.95
MRK,2022-02-03 06:00:00-05:00,2022-02-03,bmo,1.52,1.8,18.08
MRK,2022-04-28 06:00:00-04:00,2022-04-28,bmo,1.83,2.14,17.11
MRK,2022-07-28 06:00:00-04:00,2022-07-28,bmo,1.71,1.87,9.57
MRK,2022-10-27 06:00:00-04:00,2022-10-27,bmo,1.71,1.85,8.28
MRK,2023-02-02 06:00:00-05:00,2023-02-02,bmo,1.54,1.62,5.36
MRK,2023-04-27 06:00:00-04:00,2023-04-27,bmo,1.34,1.4,4.76
MRK,2023-08-01 06:00:00-04:00,2023-08-01,bmo,-2.18,-2.06,5.41
MRK,2023-10-26 06:00:00-04:00,2023-10-26,bmo,1.95,2.13,9.51
MRK,2024-02-01 06:00:00-05:00,2024-02-01,bmo,-0.11,0.03,127.48
MRK,2024-04-25 06:00:00-04:00,2024-04-25,bmo,1.92,2.07,7.74
MRK,2024-07-30 06:00:00-04:00,2024-07-30,bmo,2.14,2.28,6.31
MRK,2024-10-31 06:00:00-04:00,2024-10-31,bmo,1.57,1.57,0.03
MRK,2025-02-04 06:00:00-05:00,2025-02-04,bmo,1.67,1.72,3.3
MRK,2025-04-24 06:00:00-04:00,2025-04-24,bmo,2.14,2.22,3.98
MRK,2025-07-29 06:00:00-04:00,2025-07-29,bmo,2.03,2.13,5.04
MRK,2025-10-30 06:00:00-04:00,2025-10-30,bmo,2.35,2.58,9.85
NEM,2021-02-18 07:00:00-05:00,2021-02-18,bmo,0.94,1.06,12.37
NEM,2021-04-29 07:00:00-04:00,2021-04-29,bmo,0.78,0.74,-5.59
NEM,2021-07-22 07:00:00-04:00,2021-07-22,bmo,0.77,0.83,7.82
NEM,2021-10-28 07:00:00-04:00,2021-10-28,bmo,0.73,0.6,-17.37
NEM,2022-02-24 07:00:00-05:00,2022-02-24,bmo,0.77,0.78,1.82
NEM,2022-04-22 07:00:00-04:00,2022-04-22,bmo,0.72,0.69,-4.5
NEM,2022-07-25 07:00:00-04:00,2022-07-25,bmo,0.61,0.46,-24.34
NEM,2022-11-01 07:00:00-04:00,2022-11-01,bmo,0.34,0.27,-19.68
NEM,2023-02-23 07:00:00-05:00,2023-02-23,bmo,0.45,0.44,-1.68
NEM,2023-04-27 07:00:00-04:00,2023-04-27,bmo,0.32,0.4,24.9
NEM,2023-07-20 07:00:00-04:00,2023-07-20,bmo,0.45,0.33,-26.93
NEM,2023-10-26 07:00:00-04:00,2023-10-26,bmo,0.4,0.36,-10.88
NEM,2024-02-22 07:00:00-05:00,2024-02-22,bmo,0.44,0.5,13.5
NEM,2024-04-25 07:00:00-04:00,2024-04-25,bmo,0.37,0.55,50.63
NEM,2024-07-24 16:00:00-04:00,2024-07-24,amc,0.61,0.72,17.82
NEM,2024-10-23 16:00:00-04:00,2024-10-23,amc,0.86,0.81,-5.32
NEM,2025-02-20 16:00:00-05:00,2025-02-20,amc,1.03,1.4,35.75
NEM,2025-04-23 16:00:00-04:00,2025-04-23,amc,0.91,1.25,37.08
NEM,2025-07-24 16:00:00-04:00,2025-07-24,amc,1.16,1.43,22.9
NEM,2025-10-23 16:00:00-04:00,2025-10-23,amc,1.44,1.71,18.84
PAYX,2021-04-06 08:00:00-04:00,2021-04-06,bmo,0.92,0.96,4.08
PAYX,2021-06-25 08:00:00-04:00,2021-06-25,bmo,0.67,0.72,7.65
PAYX,2021-09-30 08:00:00-04:00,2021-09-30,bmo,0.8,0.89,10.86
PAYX,2021-12-22 08:00:00-05:00,2021-12-22,bmo,0.8,0.91,14.11
PAYX,2022-03-30 08:00:00-04:00,2022-03-30,bmo,1.05,1.15,9.83
PAYX,2022-06-29 08:00:00-04:00,2022-06-29,bmo,0.79,0.81,2.06
PAYX,2022-09-28 08:00:00-04:00,2022-09-28,bmo,0.97,1.03,6.11
PAYX,2022-12-22 08:00:00-05:00,2022-12-22,bmo,0.96,0.99,3.01
PAYX,2023-03-29 08:00:00-04:00,2023-03-29,bmo,1.24,1.29,4.0
PAYX,2023-06-29 08:00:00-04:00,2023-06-29,bmo,0.97,0.97,0.08
PAYX,2023-09-27 08:00:00-04:00,2023-09-27,bmo,1.12,1.14,1.74
PAYX,2023-12-21 08:00:00-05:00,2023-12-21,bmo,1.07,1.08,0.59
PAYX,2024-04-02 08:00:00-04:00,2024-04-02,bmo,1.37,1.38,0.91
PAYX,2024-06-26 08:00:00-04:00,2024-06-26,bmo,1.1,1.12,1.83
PAYX,2024-10-01 08:00:00-04:00,2024-10-01,bmo,1.14,1.16,1.97
PAYX,2024-12-19 08:00:00-05:00,2024-12-19,bmo,1.12,1.14,1.51
PAYX,2025-03-26 08:00:00-04:00,2025-03-26,bmo,1.48,1.49,0.7
PAYX,2025-06-25 08:00:00-04:00,2025-06-25,bmo,1.2,1.19,-0.66
PAYX,2025-09-30 08:00:00-04:00,2025-09-30,bmo,1.2,1.22,1.42
TSLA,2022-01-26 16:00:00-05:00,2022-01-26,amc,0.79,0.85,6.88
TSLA,2022-04-20 16:00:00-04:00,2022-04-20,amc,0.75,1.07,42.31
TSLA,2022-07-20 17:00:00-04:00,2022-07-20,amc,0.6,0.76,26.89
TSLA,2022-10-19 17:00:00-04:00,2022-10-19,amc,1.0,1.05,5.23
TSLA,2023-01-25 16:00:00-05:00,2023-01-25,amc,1.11,1.19,7.2
TSLA,2023-04-19 16:00:00-04:00,2023-04-19,amc,0.85,0.85,-0.43
TSLA,2023-07-19 16:00:00-04:00,2023-07-19,amc,0.82,0.91,11.12
TSLA,2023-10-18 16:00:00-04:00,2023-10-18,amc,0.73,0.66,-9.81
TSLA,2024-01-24 16:00:00-05:00,2024-01-24,amc,0.74,0.71,-4.1
TSLA,2024-04-23 16:00:00-04:00,2024-04-23,amc,0.49,0.45,-8.14
TSLA,2024-07-23 20:00:00-04:00,2024-07-23,amc,0.62,0.52,-16.15
TSLA,2024-10-23 16:00:00-04:00,2024-10-23,amc,0.6,0.72,20.49
TSLA,2025-01-29 16:00:00-05:00,2025-01-29,amc,0.77,0.73,-4.83
TSLA,2025-04-22 16:00:00-04:00,2025-04-22,amc,0.41,0.27,-34.89
TSLA,2025-07-23 16:00:00-04:00,2025-07-23,amc,0.4,0.4,-0.97
TSLA,2025-10-22 16:00:00-04:00,2025-10-22,amc,0.56,0.5,-10.53
NTRS,2022-01-20 07:00:00-05:00,2022-01-20,bmo,1.81,1.91,5.59
NTRS,2022-04-26 07:00:00-04:00,2022-04-26,bmo,1.64,1.77,7.94
NTRS,2022-07-20 07:00:00-04:00,2022-07-20,bmo,1.93,1.86,-3.41
NTRS,2022-10-19 07:00:00-04:00,2022-10-19,bmo,1.85,1.8,-2.5
NTRS,2023-01-19 07:00:00-05:00,2023-01-19,bmo,1.79,0.71,-60.38
NTRS,2023-04-25 07:00:00-04:00,2023-04-25,bmo,1.51,1.51,0.13
NTRS,2023-07-19 07:00:00-04:00,2023-07-19,bmo,1.61,1.56,-3.17
NTRS,2023-10-18 07:00:00-04:00,2023-10-18,bmo,1.49,1.49,-0.16
NTRS,2024-01-18 06:00:00-05:00,2024-01-18,bmo,0.91,0.52,-42.86
NTRS,2024-04-16 07:00:00-04:00,2024-04-16,bmo,1.06,0.96,-9.82
NTRS,2024-07-17 07:00:00-04:00,2024-07-17,bmo,1.73,4.34,150.96
NTRS,2024-10-23 07:00:00-04:00,2024-10-23,bmo,1.93,2.22,15.08
NTRS,2025-01-23 07:00:00-05:00,2025-01-23,bmo,2.0,2.26,12.77
NTRS,2025-04-22 07:00:00-04:00,2025-04-22,bmo,1.84,1.9,3.12
NTRS,2025-07-23 07:00:00-04:00,2025-07-23,bmo,2.04,2.13,4.25
NTRS,2025-10-22 07:00:00-04:00,2025-10-22,bmo,2.24,2.29,2.16
C,2021-01-15 07:00:00-05:00,2021-01-15,bmo,1.36,2.08,53.12
C,2021-04-15 08:00:00-04:00,2021-04-15,bmo,2.59,3.62,39.57
C,2021-07-14 08:00:00-04:00,2021-07-14,bmo,1.96,2.85,45.05
C,2021-10-14 09:00:00-04:00,2021-10-14,bmo,1.76,2.15,21.86
C,2022-01-14 08:00:00-05:00,2022-01-14,bmo,1.44,1.46,1.61
C,2022-04-14 08:00:00-04:00,2022-04-14,bmo,1.46,2.02,38.62
C,2022-07-15 08:00:00-04:00,2022-07-15,bmo,1.68,2.19,30.16
C,2022-10-14 08:00:00-04:00,2022-10-14,bmo,1.43,1.63,13.89
C,2023-01-13 08:00:00-05:00,2023-01-13,bmo,1.2,1.16,-3.26
C,2023-04-14 09:00:00-04:00,2023-04-14,bmo,1.68,2.19,30.09
C,2023-07-14 09:00:00-04:00,2023-07-14,bmo,1.33,1.33,0.28
C,2023-10-12 20:00:00-04:00,2023-10-12,amc,1.25,1.63,30.06
C,2024-01-12 10:00:00-05:00,2024-01-12,bmo,0.6,-1.16,-293.33
C,2024-04-12 10:00:00-04:00,2024-04-12,bmo,1.17,1.58,35.47
C,2024-07-12 08:00:00-04:00,2024-07-12,bmo,1.41,1.52,8.11
C,2024-10-15 08:00:00-04:00,2024-10-15,bmo,1.31,1.51,15.16
C,2025-01-15 08:00:00-05:00,2025-01-15,bmo,1.22,1.34,9.44
C,2025-04-15 08:00:00-04:00,2025-04-15,bmo,1.85,1.96,6.18
C,2025-07-15 08:00:00-04:00,2025-07-15,bmo,1.61,1.96,21.7
C,2025-10-14 08:00:00-04:00,2025-10-14,bmo,1.72,1.86,8.0
KO,2022-02-10 06:00:00-05:00,2022-02-10,bmo,0.41,0.45,9.35
KO,2022-04-25 06:00:00-04:00,2022-04-25,bmo,0.58,0.64,10.44
KO,2022-07-26 07:00:00-04:00,2022-07-26,bmo,0.67,0.7,4.69
KO,2022-10-25 06:00:00-04:00,2022-10-25,bmo,0.64,0.69,8.32
KO,2023-02-14 06:00:00-05:00,2023-02-14,bmo,0.45,0.45,0.18
KO,2023-04-24 06:00:00-04:00,2023-04-24,bmo,0.65,0.68,5.4
KO,2023-07-26 06:00:00-04:00,2023-07-26,bmo,0.72,0.78,8.14
KO,2023-10-24 06:00:00-04:00,2023-10-24,bmo,0.69,0.74,6.49
KO,2024-02-13 06:00:00-05:00,2024-02-13,bmo,0.49,0.49,0.33
KO,2024-04-30 06:00:00-04:00,2024-04-30,bmo,0.7,0.72,3.4
KO,2024-07-23 06:00:00-04:00,2024-07-23,bmo,0.81,0.84,4.26
KO,2024-10-23 06:00:00-04:00,2024-10-23,bmo,0.75,0.77,3.18
KO,2025-02-11 06:00:00-05:00,2025-02-11,bmo,0.52,0.55,6.38
KO,2025-04-29 06:00:00-04:00,2025-04-29,bmo,0.72,0.73,1.95
KO,2025-07-22 07:00:00-04:00,2025-07-22,bmo,0.84,0.87,3.93
KO,2025-10-21 06:00:00-04:00,2025-10-21,bmo,0.78,0.82,5.32
CCL,2022-03-22 09:00:00-04:00,2022-03-22,bmo,-1.25,-1.66,-32.48
CCL,2022-06-24 09:00:00-04:00,2022-06-24,bmo,-1.14,-1.64,-43.13
CCL,2022-09-30 09:00:00-04:00,2022-09-30,bmo,-0.14,-0.58,-307.09
CCL,2022-12-21 09:00:00-05:00,2022-12-21,bmo,-0.89,-0.85,3.96
CCL,2023-03-27 09:00:00-04:00,2023-03-27,bmo,-0.6,-0.55,8.83
CCL,2023-06-26 09:00:00-04:00,2023-06-26,bmo,-0.34,-0.31,8.14
CCL,2023-09-29 09:00:00-04:00,2023-09-29,bmo,0.74,0.86,16.06
CCL,2023-12-21 09:00:00-05:00,2023-12-21,bmo,-0.13,-0.07,44.27
CCL,2024-03-27 09:00:00-04:00,2024-03-27,bmo,-0.18,-0.14,22.13
CCL,2024-06-25 09:00:00-04:00,2024-06-25,bmo,-0.02,0.11,692.67
CCL,2024-09-30 09:00:00-04:00,2024-09-30,bmo,1.15,1.27,10.0
CCL,2024-12-20 09:00:00-05:00,2024-12-20,bmo,0.07,0.14,93.99
CCL,2025-03-21 09:00:00-04:00,2025-03-21,bmo,0.02,0.13,485.06
CCL,2025-06-24 09:00:00-04:00,2025-06-24,bmo,0.25,0.42,71.16
CCL,2025-09-29 09:00:00-04:00,2025-09-29,bmo,1.31,1.33,1.73
AIG,2022-02-16 16:00:00-05:00,2022-02-16,amc,1.18,1.58,33.44
AIG,2022-05-03 16:00:00-04:00,2022-05-03,amc,1.17,1.3,11.23
AIG,2022-08-08 16:00:00-04:00,2022-08-08,amc,1.14,1.19,3.94
AIG,2022-11-01 16:00:00-04:00,2022-11-01,amc,0.52,0.66,26.76
AIG,2023-02-15 16:00:00-05:00,2023-02-15,amc,1.28,1.36,6.28
AIG,2023-05-04 16:00:00-04:00,2023-05-04,amc,1.42,1.63,14.47
AIG,2023-08-01 16:00:00-04:00,2023-08-01,amc,1.58,1.75,10.85
AIG,2023-11-01 17:00:00-04:00,2023-11-01,amc,1.48,1.61,8.66
AIG,2024-02-13 16:00:00-05:00,2024-02-13,amc,1.64,1.79,9.19
AIG,2024-05-01 16:00:00-04:00,2024-05-01,amc,1.66,1.77,6.68
AIG,2024-07-31 16:00:00-04:00,2024-07-31,amc,1.3,1.16,-10.88
AIG,2024-11-04 16:00:00-05:00,2024-11-04,amc,1.1,1.23,12.15
AIG,2025-02-11 16:00:00-05:00,2025-02-11,amc,1.23,1.3,5.97
AIG,2025-05-01 16:00:00-04:00,2025-05-01,amc,0.99,1.17,17.65
AIG,2025-08-06 16:00:00-04:00,2025-08-06,amc,1.6,1.81,13.25
AIG,2025-11-04 16:00:00-05:00,2025-11-04,amc,1.71,2.2,28.5
NSC,2022-01-26 08:00:00-05:00,2022-01-26,bmo,3.04,3.12,2.58
NSC,2022-04-27 08:00:00-04:00,2022-04-27,bmo,2.92,2.93,0.38
NSC,2022-07-27 08:00:00-04:00,2022-07-27,bmo,3.47,3.45,-0.52
NSC,2022-10-26 08:00:00-04:00,2022-10-26,bmo,3.6,3.75,4.18
NSC,2023-01-25 08:00:00-05:00,2023-01-25,bmo,3.44,3.42,-0.67
NSC,2023-04-26 08:00:00-04:00,2023-04-26,bmo,3.15,3.32,5.55
NSC,2023-07-27 08:00:00-04:00,2023-07-27,bmo,3.11,2.95,-5.2
NSC,2023-10-25 08:00:00-04:00,2023-10-25,bmo,2.7,2.65,-1.74
NSC,2024-01-26 08:00:00-05:00,2024-01-26,bmo,2.87,2.83,-1.36
NSC,2024-04-24 08:00:00-04:00,2024-04-24,bmo,2.53,3.29,29.79
NSC,2024-07-25 16:00:00-04:00,2024-07-25,amc,2.86,3.06,6.97
NSC,2024-10-22 08:00:00-04:00,2024-10-22,bmo,3.11,3.25,4.53
NSC,2025-01-29 08:00:00-05:00,2025-01-29,bmo,2.98,3.23,8.42
NSC,2025-04-23 08:00:00-04:00,2025-04-23,bmo,2.68,2.69,0.53
NSC,2025-07-29 08:00:00-04:00,2025-07-29,bmo,3.31,3.29,-0.48
NSC,2025-10-23 16:00:00-04:00,2025-10-23,amc,3.2,3.3,3.04
AON,2021-02-05 06:00:00-05:00,2021-02-05,bmo,2.46,2.62,6.64
AON,2021-04-30 06:00:00-04:00,2021-04-30,bmo,4.05,4.28,5.62
AON,2021-07-30 06:00:00-04:00,2021-07-30,bmo,1.85,2.29,24.06
AON,2021-10-29 06:00:00-04:00,2021-10-29,bmo,1.7,1.74,2.27
AON,2022-02-04 06:00:00-05:00,2022-02-04,bmo,3.34,3.71,10.95
AON,2022-04-29 06:00:00-04:00,2022-04-29,bmo,4.81,4.83,0.39
AON,2022-07-29 06:00:00-04:00,2022-07-29,bmo,2.55,2.63,3.12
AON,2022-10-28 06:00:00-04:00,2022-10-28,bmo,1.99,2.02,1.29
AON,2023-02-03 06:00:00-05:00,2023-02-03,bmo,3.66,3.89,6.35
AON,2023-04-28 06:00:00-04:00,2023-04-28,bmo,5.32,5.17,-2.8
AON,2023-07-28 06:00:00-04:00,2023-07-28,bmo,2.84,2.76,-2.65
AON,2023-10-27 06:00:00-04:00,2023-10-27,bmo,2.21,2.32,4.95
AON,2024-02-02 06:00:00-05:00,2024-02-02,bmo,4.06,3.89,-4.29
AON,2024-04-26 02:00:00-04:00,2024-04-26,bmo,5.92,5.66,-4.4
AON,2024-07-26 06:00:00-04:00,2024-07-26,bmo,3.08,2.93,-4.94
AON,2024-10-25 06:00:00-04:00,2024-10-25,bmo,1.42,1.57,10.44
AON,2025-01-31 06:00:00-05:00,2025-01-31,bmo,4.25,4.42,3.95
AON,2025-04-25 06:00:00-04:00,2025-04-25,bmo,6.04,5.67,-6.1
AON,2025-07-25 06:00:00-04:00,2025-07-25,bmo,2.37,2.66,12.08
AON,2025-10-31 06:00:00-04:00,2025-10-31,bmo,1.85,2.11,14.08
SCHW,2021-01-19 08:00:00-05:00,2021-01-19,bmo,0.7,0.74,5.41
SCHW,2021-04-15 08:00:00-04:00,2021-04-15,bmo,0.82,0.84,2.0
SCHW,2021-07-16 08:00:00-04:00,2021-07-16,bmo,0.72,0.7,-2.3
SCHW,2021-10-15 08:00:00-04:00,2021-10-15,bmo,0.81,0.84,3.4
SCHW,2022-01-18 08:00:00-05:00,2022-01-18,bmo,0.88,0.86,-2.56
SCHW,2022-04-18 08:00:00-04:00,2022-04-18,bmo,0.84,0.77,-8.35
SCHW,2022-07-18 08:00:00-04:00,2022-07-18,bmo,0.91,0.97,6.9
SCHW,2022-10-17 08:00:00-04:00,2022-10-17,bmo,1.05,1.1,4.34
SCHW,2023-01-18 08:00:00-05:00,2023-01-18,bmo,1.09,1.07,-1.68
SCHW,2023-04-17 16:00:00-04:00,2023-04-17,amc,0.9,0.93,3.34
SCHW,2023-07-18 07:00:00-04:00,2023-07-18,bmo,0.71,0.75,5.69
SCHW,2023-10-16 08:00:00-04:00,2023-10-16,bmo,0.74,0.77,3.86
SCHW,2024-01-17 07:00:00-05:00,2024-01-17,bmo,0.64,0.68,6.37
SCHW,2024-04-15 08:00:00-04:00,2024-04-15,bmo,0.73,0.74,0.73
SCHW,2024-07-16 07:00:00-04:00,2024-07-16,bmo,0.72,0.73,1.14
SCHW,2024-10-15 07:00:00-04:00,2024-10-15,bmo,0.75,0.77,2.61
SCHW,2025-01-21 16:00:00-05:00,2025-01-21,amc,0.91,1.01,10.46
SCHW,2025-04-17 07:00:00-04:00,2025-04-17,bmo,1.01,1.04,3.17
SCHW,2025-07-18 07:00:00-04:00,2025-07-18,bmo,1.1,1.14,3.81
SCHW,2025-10-16 07:00:00-04:00,2025-10-16,bmo,1.25,1.31,5.21
OXY,2021-02-22 16:00:00-05:00,2021-02-22,amc,-0.58,-0.78,-33.63
OXY,2021-05-10 12:00:00-04:00,2021-05-10,amc,-0.33,-0.15,55.18
OXY,2021-08-03 16:00:00-04:00,2021-08-03,amc,0.01,0.32,2306.02
OXY,2021-11-04 16:00:00-04:00,2021-11-04,amc,0.66,0.87,32.39
OXY,2022-02-24 16:00:00-05:00,2022-02-24,amc,1.1,1.48,35.13
OXY,2022-05-10 16:00:00-04:00,2022-05-10,amc,2.03,2.12,4.41
OXY,2022-08-02 16:00:00-04:00,2022-08-02,amc,3.02,3.16,4.56
OXY,2022-11-08 16:00:00-05:00,2022-11-08,amc,2.47,2.44,-1.23
OXY,2023-02-27 16:00:00-05:00,2023-02-27,amc,1.83,1.61,-11.88
OXY,2023-05-09 16:00:00-04:00,2023-05-09,amc,1.27,1.09,-14.39
OXY,2023-08-02 16:00:00-04:00,2023-08-02,amc,0.76,0.68,-10.96
OXY,2023-11-07 16:00:00-05:00,2023-11-07,amc,0.86,1.18,36.6
OXY,2024-02-14 16:00:00-05:00,2024-02-14,amc,0.69,0.74,7.45
OXY,2024-05-07 16:00:00-04:00,2024-05-07,amc,0.57,0.63,11.08
OXY,2024-08-07 16:00:00-04:00,2024-08-07,amc,0.77,1.03,33.21
OXY,2024-11-12 16:00:00-05:00,2024-11-12,amc,0.75,1.0,33.24
OXY,2025-02-18 16:00:00-05:00,2025-02-18,amc,0.67,0.8,19.42
OXY,2025-05-07 16:00:00-04:00,2025-05-07,amc,0.76,0.87,14.0
OXY,2025-08-06 16:00:00-04:00,2025-08-06,amc,0.31,0.39,24.79
OXY,2025-11-10 16:00:00-05:00,2025-11-10,amc,0.5,0.64,26.82
HBAN,2022-01-21 07:00:00-05:00,2022-01-21,bmo,0.31,0.26,-16.19
HBAN,2022-04-21 07:00:00-04:00,2022-04-21,bmo,0.29,0.29,0.43
HBAN,2022-07-21 07:00:00-04:00,2022-07-21,bmo,0.33,0.35,4.57
HBAN,2022-10-21 07:00:00-04:00,2022-10-21,bmo,0.38,0.39,2.2
HBAN,2023-01-20 07:00:00-05:00,2023-01-20,bmo,0.41,0.42,3.56
HBAN,2023-04-20 07:00:00-04:00,2023-04-20,bmo,0.37,0.39,5.9
HBAN,2023-07-21 07:00:00-04:00,2023-07-21,bmo,0.34,0.35,4.21
HBAN,2023-10-20 07:00:00-04:00,2023-10-20,bmo,0.32,0.35,10.69
HBAN,2024-01-19 06:00:00-05:00,2024-01-19,bmo,0.17,0.15,-9.89
