ticker,ts,ann_date,session,est,act,surp
ROK,2024-08-07 07:00:00-04:00,2024-08-07,bmo,2.08,2.71,30.23
ROK,2024-11-07 07:00:00-05:00,2024-11-07,bmo,2.47,2.47,0.13
ROK,2025-02-10 07:00:00-05:00,2025-02-10,bmo,1.58,1.83,16.03
ROK,2025-05-07 07:00:00-04:00,2025-05-07,bmo,2.12,2.45,15.77
ROK,2025-08-06 07:00:00-04:00,2025-08-06,bmo,2.67,2.82,5.66
ROK,2025-11-06 07:00:00-05:00,2025-11-06,bmo,2.94,3.34,13.64
CAT,2022-01-28 06:00:00-05:00,2022-01-28,bmo,2.26,2.69,18.85
CAT,2022-04-28 06:00:00-04:00,2022-04-28,bmo,2.6,2.88,10.63
CAT,2022-08-02 06:00:00-04:00,2022-08-02,bmo,3.02,3.18,5.44
CAT,2022-10-27 06:00:00-04:00,2022-10-27,bmo,3.17,3.95,24.78
CAT,2023-01-31 06:00:00-05:00,2023-01-31,bmo,4.03,3.86,-4.19
CAT,2023-04-27 06:00:00-04:00,2023-04-27,bmo,3.79,4.91,29.5
CAT,2023-08-01 06:00:00-04:00,2023-08-01,bmo,4.58,5.55,21.24
CAT,2023-10-31 06:00:00-04:00,2023-10-31,bmo,4.79,5.52,15.18
CAT,2024-02-05 06:00:00-05:00,2024-02-05,bmo,4.75,5.23,10.06
CAT,2024-04-25 06:00:00-04:00,2024-04-25,bmo,5.13,5.6,9.13
CAT,2024-08-06 06:00:00-04:00,2024-08-06,bmo,5.54,5.99,8.14
CAT,2024-10-30 06:00:00-04:00,2024-10-30,bmo,5.35,5.17,-3.44
CAT,2025-01-30 06:00:00-05:00,2025-01-30,bmo,5.03,5.14,2.25
CAT,2025-04-30 06:00:00-04:00,2025-04-30,bmo,4.34,4.25,-2.19
CAT,2025-08-05 06:00:00-04:00,2025-08-05,bmo,4.9,4.72,-3.73
CAT,2025-10-29 06:00:00-04:00,2025-10-29,bmo,4.52,4.95,9.43
DFS,2022-01-19 16:00:00-05:00,2022-01-19,amc,3.69,3.64,-1.38
DFS,2022-04-27 16:00:00-04:00,2022-04-27,amc,3.61,4.22,16.86
DFS,2022-07-20 17:00:00-04:00,2022-07-20,amc,3.77,3.96,4.96
DFS,2022-10-24 16:00:00-04:00,2022-10-24,amc,3.71,3.54,-4.7
DFS,2023-01-18 16:00:00-05:00,2023-01-18,amc,3.64,3.77,3.5
DFS,2023-04-19 16:00:00-04:00,2023-04-19,amc,3.91,3.58,-8.43
DFS,2023-07-19 16:00:00-04:00,2023-07-19,amc,3.69,3.54,-3.99
DFS,2023-10-18 16:00:00-04:00,2023-10-18,amc,3.17,2.59,-18.2
DFS,2024-01-17 16:00:00-05:00,2024-01-17,amc,2.51,1.54,-38.57
DFS,2024-04-17 16:00:00-04:00,2024-04-17,amc,3.0,1.1,-63.33
DFS,2024-07-17 16:00:00-04:00,2024-07-17,amc,3.1,6.06,95.61
DFS,2024-10-16 16:00:00-04:00,2024-10-16,amc,3.61,3.69,2.29
DFS,2025-01-22 16:00:00-05:00,2025-01-22,amc,3.31,5.11,54.42
DFS,2025-04-23 16:00:00-04:00,2025-04-23,amc,3.31,4.25,28.42
CRM,2021-02-25 16:00:00-05:00,2021-02-25,amc,0.75,1.04,38.5
CRM,2021-05-27 16:00:00-04:00,2021-05-27,amc,0.88,1.21,36.96
CRM,2021-08-25 16:00:00-04:00,2021-08-25,amc,0.93,1.48,59.49
CRM,2021-11-30 16:00:00-05:00,2021-11-30,amc,0.92,1.27,37.89
CRM,2022-03-01 16:00:00-05:00,2022-03-01,amc,0.75,0.84,11.85
CRM,2022-05-31 16:00:00-04:00,2022-05-31,amc,0.94,0.98,3.73
CRM,2022-08-24 16:00:00-04:00,2022-08-24,amc,1.03,1.19,15.75
CRM,2022-11-30 16:00:00-05:00,2022-11-30,amc,1.22,1.4,14.55
CRM,2023-03-01 16:00:00-05:00,2023-03-01,amc,1.36,1.68,23.43
CRM,2023-05-31 16:00:00-04:00,2023-05-31,amc,1.61,1.69,4.84
CRM,2023-08-30 16:00:00-04:00,2023-08-30,amc,1.9,2.12,11.45
CRM,2023-11-29 16:00:00-05:00,2023-11-29,amc,2.06,2.11,2.52
CRM,2024-02-28 16:00:00-05:00,2024-02-28,amc,2.27,2.29,0.96
CRM,2024-05-29 16:00:00-04:00,2024-05-29,amc,2.37,2.44,2.75
CRM,2024-08-28 16:00:00-04:00,2024-08-28,amc,2.36,2.56,8.63
CRM,2024-12-03 16:00:00-05:00,2024-12-03,amc,2.45,2.41,-1.47
CRM,2025-02-26 16:00:00-05:00,2025-02-26,amc,2.61,2.78,6.43
CRM,2025-05-28 16:00:00-04:00,2025-05-28,amc,2.55,2.58,1.31
CRM,2025-09-03 16:00:00-04:00,2025-09-03,amc,2.78,2.91,4.7
RCL,2022-02-04 07:00:00-05:00,2022-02-04,bmo,-3.92,-4.78,-21.98
RCL,2022-05-05 08:00:00-04:00,2022-05-05,bmo,-4.48,-4.57,-1.91
RCL,2022-07-28 08:00:00-04:00,2022-07-28,bmo,-2.3,-2.08,9.69
RCL,2022-11-03 08:00:00-04:00,2022-11-03,bmo,0.17,0.26,49.93
RCL,2023-02-07 07:00:00-05:00,2023-02-07,bmo,-1.34,-1.12,16.59
RCL,2023-05-04 07:00:00-04:00,2023-05-04,bmo,-0.69,-0.23,66.76
RCL,2023-07-27 07:00:00-04:00,2023-07-27,bmo,1.58,1.82,14.85
RCL,2023-10-26 06:00:00-04:00,2023-10-26,bmo,3.39,3.85,13.44
RCL,2024-02-01 06:00:00-05:00,2024-02-01,bmo,1.13,1.25,10.79
RCL,2024-04-25 06:00:00-04:00,2024-04-25,bmo,1.31,1.77,35.18
RCL,2024-07-25 06:00:00-04:00,2024-07-25,bmo,2.75,3.21,16.6
RCL,2024-10-29 06:00:00-04:00,2024-10-29,bmo,5.03,5.2,3.3
RCL,2025-01-28 06:00:00-05:00,2025-01-28,bmo,1.5,1.63,9.0
RCL,2025-04-29 06:00:00-04:00,2025-04-29,bmo,2.53,2.71,7.02
RCL,2025-07-29 06:00:00-04:00,2025-07-29,bmo,4.08,4.38,7.33
RCL,2025-10-28 06:00:00-04:00,2025-10-28,bmo,5.68,5.75,1.24
ITW,2021-02-05 08:00:00-05:00,2021-02-05,bmo,1.78,2.02,13.4
ITW,2021-04-30 08:00:00-04:00,2021-04-30,bmo,1.9,2.11,11.14
ITW,2021-07-30 08:00:00-04:00,2021-07-30,bmo,2.09,2.45,17.23
ITW,2021-10-28 08:00:00-04:00,2021-10-28,bmo,2.01,2.02,0.39
ITW,2022-02-03 08:00:00-05:00,2022-02-03,bmo,1.9,1.93,1.43
ITW,2022-05-03 08:00:00-04:00,2022-05-03,bmo,2.07,2.11,1.91
ITW,2022-08-02 08:00:00-04:00,2022-08-02,bmo,2.21,2.37,7.08
ITW,2022-10-25 08:00:00-04:00,2022-10-25,bmo,2.25,2.35,4.26
ITW,2023-02-02 08:00:00-05:00,2023-02-02,bmo,2.57,2.95,14.68
ITW,2023-05-02 08:00:00-04:00,2023-05-02,bmo,2.22,2.33,4.79
ITW,2023-08-01 08:00:00-04:00,2023-08-01,bmo,2.4,2.48,3.28
ITW,2023-10-24 08:00:00-04:00,2023-10-24,bmo,2.45,2.55,4.11
ITW,2024-02-01 09:00:00-05:00,2024-02-01,bmo,2.42,2.38,-1.61
ITW,2024-04-30 09:00:00-04:00,2024-04-30,bmo,2.36,2.73,15.72
ITW,2024-07-30 08:00:00-04:00,2024-07-30,bmo,2.47,2.54,2.68
ITW,2024-10-30 08:00:00-04:00,2024-10-30,bmo,2.52,3.91,54.97
ITW,2025-02-05 08:00:00-05:00,2025-02-05,bmo,2.49,2.54,1.86
ITW,2025-04-30 08:00:00-04:00,2025-04-30,bmo,2.35,2.38,1.14
ITW,2025-07-30 08:00:00-04:00,2025-07-30,bmo,2.57,2.58,0.52
ITW,2025-10-24 08:00:00-04:00,2025-10-24,bmo,2.7,2.81,3.95
ICE,2021-02-04 08:00:00-05:00,2021-02-04,bmo,1.08,1.13,4.53
ICE,2021-04-29 07:00:00-04:00,2021-04-29,bmo,1.31,1.34,2.38
ICE,2021-07-29 07:00:00-04:00,2021-07-29,bmo,1.16,1.16,0.36
ICE,2021-10-28 07:00:00-04:00,2021-10-28,bmo,1.23,1.3,5.82
ICE,2022-02-03 07:00:00-05:00,2022-02-03,bmo,1.32,1.34,1.75
ICE,2022-05-05 07:00:00-04:00,2022-05-05,bmo,1.42,1.43,0.7
ICE,2022-08-04 07:00:00-04:00,2022-08-04,bmo,1.27,1.32,3.99
ICE,2022-11-03 07:00:00-04:00,2022-11-03,bmo,1.27,1.31,3.37
ICE,2023-02-02 07:00:00-05:00,2023-02-02,bmo,1.26,1.25,-0.96
ICE,2023-05-04 07:00:00-04:00,2023-05-04,bmo,1.4,1.41,0.75
ICE,2023-08-03 07:00:00-04:00,2023-08-03,bmo,1.37,1.43,4.6
ICE,2023-11-02 07:00:00-04:00,2023-11-02,bmo,1.39,1.46,5.17
ICE,2024-02-08 07:00:00-05:00,2024-02-08,bmo,1.29,1.33,3.06
ICE,2024-05-02 08:00:00-04:00,2024-05-02,bmo,1.49,1.48,-0.46
ICE,2024-08-01 07:00:00-04:00,2024-08-01,bmo,1.49,1.52,2.25
ICE,2024-10-31 07:00:00-04:00,2024-10-31,bmo,1.55,1.55,-0.06
ICE,2025-02-06 07:00:00-05:00,2025-02-06,bmo,1.49,1.52,1.98
ICE,2025-05-01 07:00:00-04:00,2025-05-01,bmo,1.7,1.72,0.99
ICE,2025-07-31 07:00:00-04:00,2025-07-31,bmo,1.77,1.81,2.26
ICE,2025-10-30 07:00:00-04:00,2025-10-30,bmo,1.61,1.71,6.44
AME,2021-02-04 06:00:00-05:00,2021-02-04,bmo,1.03,1.08,4.92
AME,2021-05-04 06:00:00-04:00,2021-05-04,bmo,1.01,1.07,5.45
AME,2021-08-03 06:00:00-04:00,2021-08-03,bmo,1.1,1.15,4.23
AME,2021-11-02 06:00:00-04:00,2021-11-02,bmo,1.18,1.26,6.54
AME,2022-02-03 06:00:00-05:00,2022-02-03,bmo,1.3,1.37,5.28
AME,2022-05-03 06:00:00-04:00,2022-05-03,bmo,1.28,1.33,4.29
AME,2022-08-02 06:00:00-04:00,2022-08-02,bmo,1.3,1.38,6.06
AME,2022-11-01 06:00:00-04:00,2022-11-01,bmo,1.37,1.45,5.75
AME,2023-02-02 06:00:00-05:00,2023-02-02,bmo,1.47,1.52,3.31
AME,2023-05-02 06:00:00-04:00,2023-05-02,bmo,1.41,1.49,5.51
AME,2023-08-01 06:00:00-04:00,2023-08-01,bmo,1.51,1.57,4.07
AME,2023-10-31 06:00:00-04:00,2023-10-31,bmo,1.58,1.64,3.88
AME,2024-02-06 06:00:00-05:00,2024-02-06,bmo,1.63,1.68,3.12
AME,2024-05-02 06:00:00-04:00,2024-05-02,bmo,1.59,1.64,2.95
AME,2024-08-01 06:00:00-04:00,2024-08-01,bmo,1.64,1.66,0.98
AME,2024-10-31 06:00:00-04:00,2024-10-31,bmo,1.41,1.47,4.34
AME,2025-02-04 06:00:00-05:00,2025-02-04,bmo,1.85,1.87,1.12
AME,2025-05-01 06:00:00-04:00,2025-05-01,bmo,1.48,1.52,2.7
AME,2025-07-31 06:00:00-04:00,2025-07-31,bmo,1.69,1.78,5.54
AME,2025-10-30 06:00:00-04:00,2025-10-30,bmo,1.76,1.89,7.41
CMS,2021-02-04 08:00:00-05:00,2021-02-04,bmo,0.55,0.56,1.47
CMS,2021-04-29 08:00:00-04:00,2021-04-29,bmo,1.14,1.21,6.03
CMS,2021-07-29 08:00:00-04:00,2021-07-29,bmo,0.45,0.55,22.02
CMS,2021-10-28 08:00:00-04:00,2021-10-28,bmo,0.54,0.54,0.78
CMS,2022-02-03 08:00:00-05:00,2022-02-03,bmo,0.46,0.47,2.24
CMS,2022-05-03 07:00:00-04:00,2022-05-03,bmo,1.12,1.2,7.62
CMS,2022-07-28 08:00:00-04:00,2022-07-28,bmo,0.45,0.53,18.37
CMS,2022-10-27 07:00:00-04:00,2022-10-27,bmo,0.53,0.56,6.27
CMS,2023-02-02 07:00:00-05:00,2023-02-02,bmo,0.57,0.6,5.26
CMS,2023-04-27 06:00:00-04:00,2023-04-27,bmo,0.7,0.7,0.18
CMS,2023-07-27 06:00:00-04:00,2023-07-27,bmo,0.69,0.75,8.04
CMS,2023-10-26 06:00:00-04:00,2023-10-26,bmo,0.59,0.61,3.71
CMS,2024-02-01 06:00:00-05:00,2024-02-01,bmo,1.04,1.05,0.62
CMS,2024-04-25 06:00:00-04:00,2024-04-25,bmo,0.95,0.97,2.48
CMS,2024-07-25 06:00:00-04:00,2024-07-25,bmo,0.62,0.66,6.07
CMS,2024-10-31 06:00:00-04:00,2024-10-31,bmo,0.78,0.84,7.83
CMS,2025-02-06 06:00:00-05:00,2025-02-06,bmo,0.87,0.87,-0.01
CMS,2025-04-24 06:00:00-04:00,2025-04-24,bmo,1.01,1.02,1.21
CMS,2025-07-31 06:00:00-04:00,2025-07-31,bmo,0.68,0.71,3.94
CMS,2025-10-30 06:00:00-04:00,2025-10-30,bmo,0.86,0.93,8.39
HES,2021-01-27 07:00:00-05:00,2021-01-27,bmo,-0.66,-0.58,11.94
HES,2021-04-28 07:00:00-04:00,2021-04-28,bmo,0.36,0.82,125.59
HES,2021-07-28 07:00:00-04:00,2021-07-28,bmo,0.19,0.24,27.97
HES,2021-10-27 07:00:00-04:00,2021-10-27,bmo,0.26,0.28,6.77
HES,2022-01-26 07:00:00-05:00,2022-01-26,bmo,0.73,0.85,16.71
HES,2022-04-27 07:00:00-04:00,2022-04-27,bmo,1.13,1.3,15.18
HES,2022-07-27 07:00:00-04:00,2022-07-27,bmo,2.15,2.15,0.23
HES,2022-10-26 07:00:00-04:00,2022-10-26,bmo,1.89,1.89,-0.07
HES,2023-01-25 07:00:00-05:00,2023-01-25,bmo,1.64,1.78,8.8
HES,2023-04-26 07:00:00-04:00,2023-04-26,bmo,1.03,1.13,10.04
HES,2023-07-26 07:00:00-04:00,2023-07-26,bmo,0.5,0.65,28.93
HES,2023-10-25 07:00:00-04:00,2023-10-25,bmo,1.25,1.64,31.58
HES,2024-01-31 07:00:00-05:00,2024-01-31,bmo,1.39,1.63,17.54
HES,2024-04-25 07:00:00-04:00,2024-04-25,bmo,1.73,3.16,82.95
HES,2024-07-31 07:00:00-04:00,2024-07-31,bmo,2.55,2.62,2.9
HES,2024-10-30 07:00:00-04:00,2024-10-30,bmo,1.77,2.14,20.7
HES,2025-01-29 07:00:00-05:00,2025-01-29,bmo,1.47,1.76,20.13
HES,2025-04-30 07:00:00-04:00,2025-04-30,bmo,1.61,1.81,12.54
BLK,2022-07-15 07:00:00-04:00,2022-07-15,bmo,8.02,7.36,-8.27
BLK,2022-10-13 07:00:00-04:00,2022-10-13,bmo,7.06,9.55,35.17
BLK,2023-01-13 08:00:00-05:00,2023-01-13,bmo,8.1,8.93,10.31
BLK,2023-04-14 06:00:00-04:00,2023-04-14,bmo,7.73,7.93,2.63
BLK,2023-07-14 06:00:00-04:00,2023-07-14,bmo,8.47,9.28,9.6
BLK,2023-10-13 06:00:00-04:00,2023-10-13,bmo,8.34,10.91,30.76
BLK,2024-01-12 05:00:00-05:00,2024-01-12,bmo,8.88,9.66,8.79
BLK,2024-04-12 06:00:00-04:00,2024-04-12,bmo,9.39,9.81,4.47
BLK,2024-07-15 06:00:00-04:00,2024-07-15,bmo,9.96,10.36,3.99
BLK,2024-10-11 06:00:00-04:00,2024-10-11,bmo,10.31,11.46,11.11
BLK,2025-01-15 05:00:00-05:00,2025-01-15,bmo,11.22,11.93,6.36
BLK,2025-04-11 06:00:00-04:00,2025-04-11,bmo,10.13,11.3,11.59
BLK,2025-07-15 06:00:00-04:00,2025-07-15,bmo,10.81,12.05,11.47
BLK,2025-10-14 06:00:00-04:00,2025-10-14,bmo,11.34,11.55,1.87
LUV,2022-01-27 06:00:00-05:00,2022-01-27,bmo,0.07,0.14,106.43
LUV,2022-04-28 06:00:00-04:00,2022-04-28,bmo,-0.3,-0.32,-5.5
LUV,2022-07-28 06:00:00-04:00,2022-07-28,bmo,1.18,1.3,10.29
LUV,2022-10-27 06:00:00-04:00,2022-10-27,bmo,0.42,0.5,18.07
LUV,2023-01-26 06:00:00-05:00,2023-01-26,bmo,-0.11,-0.38,-242.06
LUV,2023-04-27 06:00:00-04:00,2023-04-27,bmo,-0.23,-0.27,-18.45
LUV,2023-07-27 06:00:00-04:00,2023-07-27,bmo,1.1,1.09,-1.08
LUV,2023-10-26 06:00:00-04:00,2023-10-26,bmo,0.39,0.38,-3.12
LUV,2024-01-25 06:00:00-05:00,2024-01-25,bmo,0.13,0.37,176.61
LUV,2024-04-25 06:00:00-04:00,2024-04-25,bmo,-0.34,-0.36,-7.06
LUV,2024-07-25 06:00:00-04:00,2024-07-25,bmo,0.51,0.58,14.66
LUV,2024-10-24 06:00:00-04:00,2024-10-24,bmo,0.04,0.15,237.76
LUV,2025-01-30 06:00:00-05:00,2025-01-30,bmo,0.46,0.56,21.53
LUV,2025-04-23 16:00:00-04:00,2025-04-23,amc,-0.19,-0.13,32.18
LUV,2025-07-23 16:00:00-04:00,2025-07-23,amc,0.51,0.43,-16.17
LUV,2025-10-22 16:00:00-04:00,2025-10-22,amc,-0.03,0.1,433.33
MO,2022-01-27 07:00:00-05:00,2022-01-27,bmo,1.08,1.09,0.64
MO,2022-04-28 07:00:00-04:00,2022-04-28,bmo,1.09,1.12,2.52
MO,2022-07-28 07:00:00-04:00,2022-07-28,bmo,1.25,1.26,0.77
MO,2022-10-27 07:00:00-04:00,2022-10-27,bmo,1.3,1.28,-1.82
MO,2023-02-01 07:00:00-05:00,2023-02-01,bmo,1.16,1.18,1.79
MO,2023-04-27 07:00:00-04:00,2023-04-27,bmo,1.17,1.18,0.51
MO,2023-08-01 07:00:00-04:00,2023-08-01,bmo,1.3,1.31,0.77
MO,2023-10-26 07:00:00-04:00,2023-10-26,bmo,1.3,1.28,-1.25
MO,2024-02-01 07:00:00-05:00,2024-02-01,bmo,1.18,1.18,0.41
MO,2024-04-25 07:00:00-04:00,2024-04-25,bmo,1.15,1.15,-0.06
MO,2024-07-31 07:00:00-04:00,2024-07-31,bmo,1.34,1.31,-2.56
MO,2024-10-31 07:00:00-04:00,2024-10-31,bmo,1.35,1.38,2.25
MO,2025-01-30 07:00:00-05:00,2025-01-30,bmo,1.28,1.29,0.85
MO,2025-04-29 07:00:00-04:00,2025-04-29,bmo,1.19,1.23,3.52
MO,2025-07-30 07:00:00-04:00,2025-07-30,bmo,1.38,1.44,3.99
MO,2025-10-30 07:00:00-04:00,2025-10-30,bmo,1.45,1.45,0.13
CMG,2022-02-08 16:00:00-05:00,2022-02-08,amc,0.11,0.11,5.43
CMG,2022-04-26 16:00:00-04:00,2022-04-26,amc,0.11,0.11,1.14
CMG,2022-07-26 16:00:00-04:00,2022-07-26,amc,0.18,0.19,2.84
CMG,2022-10-25 16:00:00-04:00,2022-10-25,amc,0.18,0.19,3.48
CMG,2023-02-07 16:00:00-05:00,2023-02-07,amc,0.18,0.17,-6.75
CMG,2023-04-25 16:00:00-04:00,2023-04-25,amc,0.18,0.21,17.28
CMG,2023-07-26 16:00:00-04:00,2023-07-26,amc,0.25,0.25,2.98
CMG,2023-10-26 16:00:00-04:00,2023-10-26,amc,0.21,0.23,6.86
CMG,2024-02-06 16:00:00-05:00,2024-02-06,amc,0.19,0.21,6.52
CMG,2024-04-24 16:00:00-04:00,2024-04-24,amc,0.23,0.27,14.5
CMG,2024-07-24 16:00:00-04:00,2024-07-24,amc,0.32,0.34,7.04
CMG,2024-10-29 16:00:00-04:00,2024-10-29,amc,0.25,0.27,6.57
CMG,2025-02-04 16:00:00-05:00,2025-02-04,amc,0.25,0.25,1.45
CMG,2025-04-23 16:00:00-04:00,2025-04-23,amc,0.28,0.29,4.72
CMG,2025-07-23 16:00:00-04:00,2025-07-23,amc,0.33,0.33,1.26
CMG,2025-10-29 16:00:00-04:00,2025-10-29,amc,0.29,0.29,0.87
MPC,2021-02-02 06:00:00-05:00,2021-02-02,bmo,-1.24,-0.94,24.35
MPC,2021-05-04 06:00:00-04:00,2021-05-04,bmo,-0.71,-0.2,71.74
MPC,2021-08-04 06:00:00-04:00,2021-08-04,bmo,0.38,0.67,76.07
MPC,2021-11-02 06:00:00-04:00,2021-11-02,bmo,0.7,0.73,4.06
MPC,2022-02-02 06:00:00-05:00,2022-02-02,bmo,0.56,1.3,131.38
MPC,2022-05-03 06:00:00-04:00,2022-05-03,bmo,1.28,1.45,13.58
MPC,2022-08-02 06:00:00-04:00,2022-08-02,bmo,8.5,10.61,24.89
MPC,2022-11-01 06:00:00-04:00,2022-11-01,bmo,7.02,7.81,11.21
MPC,2023-01-31 06:00:00-05:00,2023-01-31,bmo,5.63,6.65,18.14
MPC,2023-05-02 06:00:00-04:00,2023-05-02,bmo,5.6,6.09,8.66
MPC,2023-08-01 06:00:00-04:00,2023-08-01,bmo,4.59,5.32,15.98
MPC,2023-10-31 06:00:00-04:00,2023-10-31,bmo,7.75,8.14,5.06
MPC,2024-01-30 06:00:00-05:00,2024-01-30,bmo,2.22,3.98,79.18
MPC,2024-04-30 06:00:00-04:00,2024-04-30,bmo,2.58,2.58,-0.15
MPC,2024-08-06 06:00:00-04:00,2024-08-06,bmo,3.09,4.12,33.32
MPC,2024-11-05 06:00:00-05:00,2024-11-05,bmo,1.28,1.87,46.09
MPC,2025-02-04 06:00:00-05:00,2025-02-04,bmo,0.02,0.77,3730.85
MPC,2025-05-06 06:00:00-04:00,2025-05-06,bmo,-0.54,-0.24,55.91
MPC,2025-08-05 06:00:00-04:00,2025-08-05,bmo,3.22,3.96,22.98
MPC,2025-11-04 06:00:00-05:00,2025-11-04,bmo,3.16,3.01,-4.86
PGR,2021-01-27 09:00:00-05:00,2021-01-27,bmo,1.69,1.84,8.54
PGR,2021-04-15 10:00:00-04:00,2021-04-15,bmo,1.72,1.72,0.15
PGR,2021-07-15 08:00:00-04:00,2021-07-15,bmo,1.05,0.71,-32.36
PGR,2021-10-14 10:00:00-04:00,2021-10-14,bmo,0.22,0.15,-32.69
PGR,2022-01-26 09:00:00-05:00,2022-01-26,bmo,1.02,1.08,5.81
PGR,2022-04-14 11:00:00-04:00,2022-04-14,amc,1.24,1.15,-7.69
PGR,2022-07-15 08:00:00-04:00,2022-07-15,bmo,0.93,0.79,-14.86
PGR,2022-10-13 08:00:00-04:00,2022-10-13,bmo,0.92,0.53,-42.17
PGR,2023-01-25 09:00:00-05:00,2023-01-25,bmo,1.43,1.51,5.74
PGR,2023-04-13 09:00:00-04:00,2023-04-13,bmo,1.35,0.66,-50.85
PGR,2023-08-01 10:00:00-04:00,2023-08-01,bmo,0.84,0.42,-50.62
PGR,2023-10-31 08:00:00-04:00,2023-10-31,bmo,1.71,2.11,23.44
PGR,2024-01-24 08:00:00-05:00,2024-01-24,bmo,2.43,2.97,22.59
PGR,2024-04-12 09:00:00-04:00,2024-04-12,bmo,3.21,3.76,17.05
PGR,2024-07-16 08:00:00-04:00,2024-07-16,bmo,2.01,2.65,31.69
PGR,2024-10-15 08:00:00-04:00,2024-10-15,bmo,3.67,3.58,-2.3
PGR,2025-01-28 19:00:00-05:00,2025-01-28,amc,3.56,4.08,14.63
PGR,2025-04-16 09:00:00-04:00,2025-04-16,bmo,4.75,4.65,-2.08
PGR,2025-07-16 08:00:00-04:00,2025-07-16,bmo,4.4,4.88,10.73
PGR,2025-10-15 08:00:00-04:00,2025-10-15,bmo,5.27,4.44,-15.78
HSY,2021-02-04 06:00:00-05:00,2021-02-04,bmo,1.43,1.49,4.48
HSY,2021-04-29 06:00:00-04:00,2021-04-29,bmo,1.8,1.92,6.75
HSY,2021-07-29 06:00:00-04:00,2021-07-29,bmo,1.42,1.47,3.17
HSY,2021-10-28 06:00:00-04:00,2021-10-28,bmo,2.0,2.1,4.8
