symbol,asset_class,report_week_ts,release_ts,entry_week_open_ts,entry_ts,exit_ts,direction,at_extreme,cot_index,net_change,net_change_sigma,limit_px,week_open_px,gap_pct,filled_at_open,entry_px,stop_px,exit_px,exit_reason,ret_pct,r_multiple,year,bars_held
6E,FX,1468800000,1469232000,1469397600,1469412000,1469685600,-1,False,42.37,-12231,0.822,1.1002,1.09955,-0.0591,False,1.1001,1.1111010000000001,1.111201,STOP,-1.009090082719755,-1.009090082719755,2016,20
6E,FX,1469404800,1469836800,1470002400,1470002400,1470607200,-1,False,38.11,-12709,0.851,1.1197,1.12055,0.0759,True,1.12045,1.1316545,1.11045,TIME,0.8924985496898576,0.8924985496898575,2016,30
ES,Index,1470009600,1470441600,1470607200,1470607200,1471212000,1,True,86.79,-50832,1.031,2177.5,2176.0,-0.0689,True,2176.25,2154.4875,2180.5,TIME,0.19529006318207925,0.19529006318207925,2016,30
ES,Index,1471219200,1471651200,1471816800,1471816800,1472421600,-1,True,96.32,53316,1.082,2182.5,2181.75,-0.0344,False,2182.25,2204.0725,2168.0,TIME,0.6529957612555848,0.6529957612555848,2016,30
6E,FX,1471824000,1472256000,1472421600,1472421600,1473026400,1,False,50.14,15850,1.107,1.12035,1.11965,-0.0625,True,1.11975,1.1085525,1.1158,TIME,-0.3527573118999884,-0.3527573118999884,2016,30
ES,Index,1471824000,1472256000,1472421600,1472421600,1473026400,-1,True,100.0,38359,0.788,2167.25,2167.75,0.0231,True,2167.5,2189.175,2179.5,TIME,-0.5536332179930795,-0.5536332179930795,2016,30
6E,FX,1473638400,1474070400,1474236000,1474236000,1474840800,1,False,48.52,11155,0.776,1.11985,1.11955,-0.0268,True,1.11965,1.1084535,1.1265,TIME,0.6117983298352183,0.6117983298352183,2016,30
ES,Index,1473638400,1474070400,1474236000,1474236000,1474480800,-1,False,77.73,-90091,1.905,2132.5,2132.25,-0.0117,False,2132.25,2153.5725,2153.8225,STOP,-1.0117247039512354,-1.0117247039512354,2016,18
6A,FX,1474243200,1474675200,1474840800,1474840800,1475100000,-1,False,61.37,-29619,2.725,0.7605,0.7601,-0.0526,False,0.7604,0.768004,0.768104,STOP,-1.0131509731720205,-1.0131509731720205,2016,19
6A,FX,1475452800,1475884800,1476050400,1476079200,1476338400,1,False,73.9,8930,0.818,0.7574,0.7584,0.132,False,0.7575,0.749925,0.749825,STOP,-1.0132013201320116,-1.0132013201320116,2016,19
6E,FX,1476057600,1476489600,1476655200,1476655200,1477260000,-1,False,44.51,-11413,0.789,1.09985,1.09985,0.0,True,1.09975,1.1107475,1.0904,TIME,0.8501932257331184,0.8501932257331184,2016,30
ES,Index,1476057600,1476489600,1476655200,1476655200,1477260000,-1,False,51.09,-78968,1.634,2126.25,2126.25,0.0,True,2126.0,2147.26,2137.25,TIME,-0.5291627469426152,-0.5291627469426152,2016,30
6E,FX,1476662400,1477094400,1477260000,1477260000,1477864800,-1,False,39.47,-15796,1.098,1.0907,1.0903,-0.0367,False,1.0906,1.101506,1.1004,TIME,-0.8985879332477563,-0.8985879332477563,2016,30
ES,Index,1476662400,1477094400,1477260000,1477260000,1477663200,1,False,62.98,56865,1.166,2136.0,2137.0,0.0468,False,2136.25,2114.8875,2114.6375,STOP,-1.011702750146293,-1.011702750146293,2016,29
6E,FX,1477267200,1477699200,1477864800,1477864800,1478066400,-1,False,36.74,-14588,1.103,1.1007,1.1003,-0.0363,False,1.1006,1.111606,1.111706,STOP,-1.0090859531164873,-1.0090859531164873,2016,15
ES,Index,1477267200,1477699200,1477864800,1477879200,1478473200,-1,False,53.68,-44502,0.934,2123.75,2120.0,-0.1766,False,2123.5,2144.735,2106.25,TIME,0.8123381210266071,0.8123381210266071,2016,29
6A,FX,1477872000,1478304000,1478473200,1478473200,1478631600,-1,True,86.31,8944,0.82,0.7665,0.7663,-0.0261,False,0.7664,0.774064,0.774164,STOP,-1.0130480167014606,-1.0130480167014606,2016,12
6E,FX,1477872000,1478304000,1478473200,1478646000,1478660400,-1,False,31.9,-13529,1.06,1.11585,1.11095,-0.4391,False,1.11575,1.1269075,1.1270075,STOP,-1.0089625812233851,-1.0089625812233851,2016,2
6E,FX,1479081600,1479513600,1479682800,1479682800,1480287600,1,False,38.41,10132,0.813,1.0601,1.05985,-0.0236,True,1.05995,1.0493504999999999,1.06075,TIME,0.07547525826691202,0.07547525826691202,2016,28
6A,FX,1479686400,1480118400,1480287600,1480287600,1480892400,-1,False,78.86,-10813,1.025,0.7429,0.7433,0.0538,True,0.7432,0.750632,0.7422,TIME,0.13455328310010775,0.13455328310010775,2016,30
ES,Index,1479686400,1480118400,1480287600,1480503600,1480892400,-1,False,43.44,-56524,1.175,2211.5,2208.0,-0.1583,False,2211.25,2233.3625,2184.25,TIME,1.2210288298473715,1.2210288298473715,2016,15
ES,Index,1480291200,1480723200,1480892400,1480921200,1481094000,-1,False,29.05,-68823,1.403,2191.0,2184.0,-0.3195,False,2190.75,2212.6575,2212.9075,STOP,-1.0114116170261236,-1.0114116170261236,2016,13
6A,FX,1480291200,1480723200,1480892400,1480935600,1481497200,-1,False,71.71,-9748,0.92,0.7456,0.7421,-0.4694,False,0.7455,0.752955,0.7438,TIME,0.22803487592220453,0.2280348759222045,2016,27
6E,FX,1481500800,1481932800,1482102000,1482102000,1482793200,1,False,49.74,27043,2.138,1.04925,1.0493,0.0048,False,1.04935,1.0388565,1.04975,TIME,0.038118835469572204,0.038118835469572204,2016,30
6A,FX,1482105600,1482537600,1482793200,1482793200,1483398000,-1,False,59.24,-9532,0.95,0.7164,0.717,0.0838,True,0.7169,0.724069,0.7187,TIME,-0.25108104338122805,-0.25108104338122805,2016,24
ES,Index,1482105600,1482537600,1482793200,1482793200,1483110000,1,False,50.87,83804,1.664,2258.75,2258.75,0.0,True,2259.0,2236.41,2236.16,STOP,-1.0110668437361727,-1.0110668437361727,2016,23
ES,Index,1483315200,1483747200,1483916400,1483916400,1484521200,1,False,75.19,71708,1.39,2270.75,2271.25,0.022,False,2271.0,2248.29,2270.0,TIME,-0.044033465433729636,-0.04403346543372963,2017,30
ES,Index,1483920000,1484352000,1484521200,1484910000,1485126000,-1,False,62.64,-60031,1.162,2270.75,2270.25,-0.022,False,2270.5,2293.205,2266.25,TIME,0.18718343977097554,0.18718343977097554,2017,3
6A,FX,1484524800,1484956800,1485126000,1485126000,1485730800,1,False,59.9,8693,0.884,0.755,0.7552,0.0265,False,0.7551,0.747549,0.7549,TIME,-0.02648655807177566,-0.02648655807177566,2017,30
6E,FX,1485129600,1485561600,1485730800,1485759600,1486335600,1,False,62.32,14152,1.12,1.07155,1.0729,0.126,False,1.07165,1.0609335,1.0797,TIME,0.7511780898614391,0.7511780898614391,2017,28
6A,FX,1486944000,1487376000,1487545200,1487545200,1488150000,1,False,74.1,7470,0.794,0.7657,0.767,0.1698,False,0.7658,0.758142,0.7672,TIME,0.18281535648993952,0.18281535648993952,2017,29
6A,FX,1487548800,1487980800,1488150000,1488150000,1488754800,-1,True,80.92,9304,0.984,0.767,0.7673,0.0391,True,0.7672,0.774872,0.7587,TIME,1.1079249217935287,1.1079249217935287,2017,30
6E,FX,1487548800,1487980800,1488150000,1488150000,1488754800,-1,False,60.21,-11487,1.057,1.05675,1.0565,-0.0237,False,1.05665,1.0672165,1.06155,TIME,-0.4637297118250986,-0.46372971182509853,2017,30
ES,Index,1488153600,1488585600,1488754800,1488754800,1489086000,1,False,76.28,55859,1.153,2380.5,2380.25,-0.0105,True,2380.5,2356.695,2356.445,STOP,-1.0105019953791152,-1.0105019953791152,2017,24
6A,FX,1488153600,1488585600,1488754800,1488783600,1489356000,-1,True,94.41,18393,1.89,0.7597,0.7586,-0.1448,False,0.7596,0.7671960000000001,0.7534,TIME,0.8162190626645727,0.8162190626645727,2017,28
6E,FX,1488758400,1489190400,1489356000,1489356000,1489960800,-1,False,59.76,-8337,0.791,1.0725,1.0733,0.0746,True,1.0732,1.083932,1.079,TIME,-0.5404398061871066,-0.5404398061871066,2017,30
ES,Index,1488758400,1489190400,1489356000,1489356000,1489960800,-1,True,86.95,51003,1.046,2371.25,2370.75,-0.0211,False,2371.0,2394.71,2374.0,TIME,-0.12652889076339097,-0.12652889076339097,2017,30
6A,FX,1489363200,1489795200,1489960800,1489960800,1490292000,1,True,88.07,-7713,0.824,0.7692,0.7687,-0.065,True,0.7688,0.761112,0.761012,STOP,-1.0130072840790865,-1.0130072840790865,2017,24
6E,FX,1489363200,1489795200,1489960800,1489960800,1490565600,1,False,69.7,18474,1.71,1.0789,1.0789,0.0,True,1.079,1.0682099999999999,1.08715,TIME,0.755329008341066,0.755329008341066,2017,30
ES,Index,1489968000,1490400000,1490565600,1490666400,1490882400,-1,False,76.81,-72717,1.469,2342.75,2337.0,-0.2454,False,2342.5,2365.925,2366.175,STOP,-1.0106723585912565,-1.0106723585912565,2017,16
6E,FX,1489968000,1490400000,1490565600,1490724000,1490882400,1,False,79.64,21365,1.929,1.08425,1.08725,0.2767,False,1.08435,1.0735065,1.0734065,STOP,-1.0092221146308846,-1.0092221146308846,2017,12
