instrument,ts,side,fcode,r,bars,reason,klass
USDCHF,2014-02-27 00:00:00+00:00,long,2,-1.023421269393512,1,SL,fx_major
ES,2014-02-27 00:00:00+00:00,long,2,2.4821963636363638,1,TP,indices
NZDCAD,2014-02-28 00:00:00+00:00,long,1,2.4868582600987716,10,TP,fx_cross
AUDNZD,2014-02-28 00:00:00+00:00,long,1,-1.0137536567938228,10,SL,fx_cross
YM,2014-03-03 00:00:00+00:00,long,2,2.4834851282051282,1,TP,indices
EURCHF,2014-03-04 00:00:00+00:00,short,4,-1.0411572946859877,2,SL,fx_cross
EURUSD,2014-03-05 00:00:00+00:00,long,2,2.4779926178535603,7,TP,fx_major
NZDJPY,2014-03-06 00:00:00+00:00,short,4,-1.016843129346314,0,SAME_BAR_SL,fx_cross
USDCAD,2014-03-06 00:00:00+00:00,long,2,2.483111279516749,11,TP,fx_major
NZDJPY,2014-03-13 00:00:00+00:00,long,1,-1.0119315051144666,1,SL,fx_cross
AUDUSD,2014-03-14 00:00:00+00:00,long,2,2.4887621638468387,12,TP,fx_major
EURCAD,2014-03-14 00:00:00+00:00,short,3,-1.0145922520538664,4,SL,fx_cross
GBPCAD,2014-03-18 00:00:00+00:00,long,2,-1.016300530917183,61,SL,fx_cross
NZDCHF,2014-03-18 00:00:00+00:00,short,4,-1.0166850601934083,7,SL,fx_cross
YM,2014-03-19 00:00:00+00:00,long,2,2.487055717884131,2,TP,indices
USDCHF,2014-03-20 00:00:00+00:00,short,3,-1.035482272240087,12,SL,fx_major
NZDUSD,2014-03-21 00:00:00+00:00,short,3,-1.0123917095231942,5,SL,fx_major
GBPCHF,2014-03-21 00:00:00+00:00,long,2,2.4807372441503195,12,TP,fx_cross
EURCAD,2014-03-21 00:00:00+00:00,long,1,-1.0149705632949728,4,SL,fx_cross
EURCHF,2014-03-25 00:00:00+00:00,short,3,-1.0538062627852076,9,SL,fx_cross
AUDNZD,2014-03-27 00:00:00+00:00,long,1,2.4839672907459485,54,TP,fx_cross
