instrument,ts,side,fcode,r,bars,reason,klass
GBPJPY,2013-03-15 13:00:00+00:00,long,1,-1.062738289269054,2,SL,fx_cross
EURAUD,2013-03-15 13:00:00+00:00,long,1,-1.0376757556270084,2,SL,fx_cross
GBPNZD,2013-03-15 17:00:00+00:00,long,1,2.4603829833397906,16,TP,fx_cross
GBPUSD,2013-03-15 17:00:00+00:00,long,1,-1.0754922018758384,15,SL,fx_major
EURJPY,2013-03-17 21:00:00+00:00,long,2,2.475007953216374,5,TP,fx_cross
USDJPY,2013-03-17 21:00:00+00:00,long,1,-1.0802957099697843,0,SAME_BAR_SL,fx_major
CADJPY,2013-03-17 21:00:00+00:00,long,1,-1.0336830369889682,0,SAME_BAR_SL,fx_cross
USDCHF,2013-03-17 21:00:00+00:00,short,4,-1.0402614225941431,3,SL,fx_major
EURGBP,2013-03-17 21:00:00+00:00,long,1,-1.0188743801652893,21,SL,fx_cross
EURUSD,2013-03-17 21:00:00+00:00,long,2,-1.031352499459926,0,SAME_BAR_SL,fx_major
YM,2013-03-17 22:00:00+00:00,long,1,-1.0238933333333333,0,SAME_BAR_SL,indices
EURCHF,2013-03-18 09:00:00+00:00,short,4,-1.0777129145444224,0,SAME_BAR_SL,fx_cross
EURAUD,2013-03-18 09:00:00+00:00,long,2,-1.0343796159527336,7,SL,fx_cross
EURCAD,2013-03-18 13:00:00+00:00,long,2,-1.046983324873093,17,SL,fx_cross
GBPCAD,2013-03-18 13:00:00+00:00,short,3,-1.0287480937344193,6,SL,fx_cross
YM,2013-03-18 14:00:00+00:00,short,4,-1.0217418867924528,11,SL,indices
CL,2013-03-18 14:00:00+00:00,short,3,-1.008117711171662,0,SAME_BAR_SL,commodities
CADJPY,2013-03-18 17:00:00+00:00,short,4,2.470247392664203,5,TP,fx_cross
AUDJPY,2013-03-18 17:00:00+00:00,short,4,2.45920928728876,5,TP,fx_cross
GBPJPY,2013-03-18 17:00:00+00:00,short,4,-1.0352697112860882,2,SL,fx_cross
USDCHF,2013-03-19 13:00:00+00:00,short,3,-1.0162630420711976,28,SL,fx_major
NZDCHF,2013-03-19 13:00:00+00:00,short,3,-1.033783131039813,10,SL,fx_cross
EURUSD,2013-03-19 13:00:00+00:00,long,2,-1.0512949272791763,0,SAME_BAR_SL,fx_major
NQ,2013-03-19 14:00:00+00:00,long,2,2.4788704191616766,1,TP,indices
ES,2013-03-19 14:00:00+00:00,long,2,2.478653913043478,5,TP,indices
CL,2013-03-19 14:00:00+00:00,long,2,-1.007051374407583,12,SL,commodities
EURAUD,2013-03-19 17:00:00+00:00,short,4,2.464888620342396,23,TP,fx_cross
NZDCAD,2013-03-19 21:00:00+00:00,long,1,2.471236208991495,58,TP,fx_cross
EURJPY,2013-03-20 05:00:00+00:00,short,3,-1.0126747902869757,3,SL,fx_cross
USDJPY,2013-03-20 05:00:00+00:00,short,3,-1.0299758698092034,3,SL,fx_major
GBPCAD,2013-03-20 05:00:00+00:00,long,2,2.4491361316872426,2,TP,fx_cross
AUDJPY,2013-03-20 05:00:00+00:00,short,4,-1.0390101092703545,1,SL,fx_cross
EURUSD,2013-03-20 09:00:00+00:00,short,3,-1.0231051587174989,15,SL,fx_major
GBPCHF,2013-03-20 09:00:00+00:00,long,2,2.4740587083129975,32,TP,fx_cross
CADJPY,2013-03-20 09:00:00+00:00,short,4,-1.0477935105407878,0,SAME_BAR_SL,fx_cross
GBPJPY,2013-03-20 13:00:00+00:00,short,3,2.4826794366197182,19,TP,fx_cross
