instrument,ts,side,fcode,r,bars,reason,klass
NZDCAD,2013-10-24 01:00:00+00:00,short,3,2.4691209079445144,9,TP,fx_cross
AUDUSD,2013-10-28 21:00:00+00:00,long,1,-1.0387198263386386,0,SAME_BAR_SL,fx_major
EURUSD,2013-10-31 09:00:00+00:00,long,2,-1.1596741605839234,0,SAME_BAR_SL,fx_major
EURGBP,2013-10-31 13:00:00+00:00,long,1,-1.04189699161888,3,SL,fx_cross
GBPCHF,2013-10-31 13:00:00+00:00,short,4,-1.0512030421118796,16,SL,fx_cross
EURUSD,2013-11-01 01:00:00+00:00,long,1,-1.0504214024592897,2,SL,fx_major
USDCHF,2013-11-01 13:00:00+00:00,short,4,-1.0448375954365956,3,SL,fx_major
USDJPY,2013-11-05 14:00:00+00:00,short,3,-1.042647601390501,11,SL,fx_major
GBPCHF,2013-11-07 10:00:00+00:00,short,4,-1.0412904138449974,0,SAME_BAR_SL,fx_cross
EURCAD,2013-11-07 10:00:00+00:00,long,2,-1.061991800554019,0,SAME_BAR_SL,fx_cross
CL,2013-11-07 11:00:00+00:00,long,2,-1.005727817836812,20,SL,commodities
GBPUSD,2013-11-08 14:00:00+00:00,long,1,-1.071877991161106,10,SL,fx_major
CHFJPY,2013-11-12 06:00:00+00:00,short,3,-1.1033763822525575,1,SL,fx_cross
AUDUSD,2013-11-12 10:00:00+00:00,long,2,-1.0352131174089072,1,SL,fx_major
ES,2013-11-12 19:00:00+00:00,short,4,-1.0221270588235294,5,SL,indices
USDCAD,2013-11-14 10:00:00+00:00,short,3,-1.0793734685598302,0,SAME_BAR_SL,fx_major
GBPCHF,2013-11-15 14:00:00+00:00,short,3,-1.0448711231982608,18,SL,fx_cross
NZDJPY,2013-11-19 06:00:00+00:00,short,3,-1.0125148413017275,55,SL,fx_cross
CL,2013-11-20 19:00:00+00:00,long,1,-1.0060684104627766,28,SL,commodities
AUDUSD,2013-11-21 10:00:00+00:00,long,2,-1.1481612589413626,1,SL,fx_major
USDCHF,2013-11-22 06:00:00+00:00,long,1,-1.0597299473376227,1,SL,fx_major
EURUSD,2013-11-22 06:00:00+00:00,short,4,-1.0575988436667907,2,SL,fx_major
AUDCAD,2013-11-26 10:00:00+00:00,long,1,2.4596894311377233,21,TP,fx_cross
CL,2013-12-03 19:00:00+00:00,short,3,-1.0263685470085453,0,SAME_BAR_SL,commodities
NZDJPY,2013-12-04 18:00:00+00:00,short,4,-1.0252887068965517,10,SL,fx_cross
ES,2013-12-05 11:00:00+00:00,long,2,-1.0107984905660377,31,SL,indices
EURUSD,2013-12-10 02:00:00+00:00,short,4,-1.0420265938864626,3,SL,fx_major
GBPCHF,2013-12-11 10:00:00+00:00,long,1,-1.1912380281689972,0,SAME_BAR_SL,fx_cross
AUDJPY,2013-12-11 22:00:00+00:00,long,1,-1.0273478481012648,4,SL,fx_cross
AUDCAD,2013-12-12 10:00:00+00:00,long,2,-1.0889787134502873,0,SAME_BAR_SL,fx_cross
USDJPY,2013-12-12 18:00:00+00:00,short,3,-1.062682342733187,1,SL,fx_major
ES,2013-12-16 03:00:00+00:00,long,2,2.4879272727272728,16,TP,indices
YM,2013-12-16 03:00:00+00:00,long,2,2.4873507304785893,16,TP,indices
GBPCHF,2013-12-17 10:00:00+00:00,long,2,2.4685570128354715,8,TP,fx_cross
