instrument,model,side,bias,quintile,entry_ts,exit_ts,entry,exit,r,pnl_pct,bars,reason,partial_tp1
NVDA,S3,long,RISK_ON,1,2017-08-16 00:00:00+00:00,2017-08-18 00:00:00+00:00,165.31515,160.8507142857143,-1.0,-0.005,2,SL,False
PLD,S3,long,RISK_ON,1,2017-08-22 00:00:00+00:00,2017-09-22 00:00:00+00:00,61.7617,63.68,1.4952940376023414,0.007476470188011707,22,EMA_TRAIL,True
CTSH,S3,long,RISK_ON,1,2017-08-22 00:00:00+00:00,2017-11-01 00:00:00+00:00,70.22015,73.54,1.9120977238942787,0.009560488619471393,50,EMA_TRAIL,True
EL,S3,long,RISK_ON,1,2017-08-30 00:00:00+00:00,2017-09-22 00:00:00+00:00,105.76565999999998,107.58,1.0411730992267316,0.005205865496133658,16,EMA_TRAIL,True
HBI,S3,long,RISK_ON,1,2017-08-30 00:00:00+00:00,2017-09-18 00:00:00+00:00,24.154129999999995,24.73,1.6580738849733214,0.008290369424866608,12,EMA_TRAIL,True
ALGN,S3,long,RISK_ON,1,2017-08-30 00:00:00+00:00,2017-09-07 00:00:00+00:00,175.05487999999997,175.05487999999997,0.32505006222232613,0.0016252503111116308,5,STOP_AFTER_TP1,True
CI,S3,long,RISK_ON,1,2017-08-30 00:00:00+00:00,2017-09-19 00:00:00+00:00,179.84966999999997,181.51,1.1837565833712973,0.005918782916856487,13,EMA_TRAIL,True
YUM,S3,long,RISK_ON,1,2017-08-30 00:00:00+00:00,2017-09-06 00:00:00+00:00,76.09601999999998,76.09601999999998,0.43457034137031814,0.0021728517068515907,4,STOP_AFTER_TP1,True
NRG,S3,long,RISK_ON,1,2017-08-30 00:00:00+00:00,2017-09-06 00:00:00+00:00,24.87485,24.000357142857144,-1.0,-0.005,4,SL,False
BAX,S2,long,RISK_ON,1,2017-08-31 00:00:00+00:00,2017-10-09 00:00:00+00:00,62.102039999999995,61.45,-0.5356802921883953,-0.0026784014609419764,26,SMA50_BREAK,False
IQV,S3,long,RISK_ON,1,2017-08-31 00:00:00+00:00,2017-11-09 00:00:00+00:00,96.12602999999999,103.51,2.6240365524835347,0.013120182762417673,49,EMA_TRAIL,True
PVH,S3,long,RISK_ON,1,2017-08-31 00:00:00+00:00,2017-09-14 00:00:00+00:00,126.01588999999998,126.01588999999998,0.6508934839103102,0.003254467419551551,9,STOP_AFTER_TP1,True
CHTR,S3,long,RISK_ON,1,2017-09-01 00:00:00+00:00,2017-09-05 00:00:00+00:00,392.87248,388.7663928571429,-1.0,-0.005,1,SL,False
ESS,S3,long,RISK_ON,1,2017-09-01 00:00:00+00:00,2017-09-06 00:00:00+00:00,266.03576999999996,263.60249999999996,-1.0,-0.005,2,SL,False
