instrument,model,side,bias,quintile,entry_ts,exit_ts,entry,exit,r,pnl_pct,bars,reason,partial_tp1
INTC,S3,long,RISK_ON,5,2013-09-26 00:00:00+00:00,2013-09-27 00:00:00+00:00,23.43341,23.01715714285714,-1.0,-0.005,1,SL,False
TRV,S3,long,RISK_ON,5,2013-09-27 00:00:00+00:00,2013-09-30 00:00:00+00:00,85.49540999999999,84.55716428571428,-1.0,-0.005,1,SL,False
MAS,S3,long,RISK_ON,5,2013-09-27 00:00:00+00:00,2013-10-03 00:00:00+00:00,21.141119999999997,20.647375,-1.0,-0.005,4,SL,False
CBG,S3,long,RISK_ON,5,2013-09-27 00:00:00+00:00,2013-09-30 00:00:00+00:00,23.363339999999997,23.022499999999997,-1.0,-0.005,1,SL,False
BEN,S3,long,RISK_ON,5,2013-09-27 00:00:00+00:00,2013-10-08 00:00:00+00:00,50.870819999999995,49.82239285714286,-1.0,-0.005,7,SL,False
WY,S3,long,RISK_ON,5,2013-09-27 00:00:00+00:00,2013-10-07 00:00:00+00:00,28.958929999999995,28.272321428571427,-1.0,-0.005,6,SL,False
PLD,S3,long,RISK_ON,5,2013-09-27 00:00:00+00:00,2013-11-07 00:00:00+00:00,38.33829999999999,39.24,0.9927608377250883,0.004963804188625441,29,EMA_TRAIL,True
AMT,S3,long,RISK_ON,5,2013-09-27 00:00:00+00:00,2013-10-04 00:00:00+00:00,74.59451999999999,73.18625714285714,-1.0,-0.005,5,SL,False
LUK,S3,long,RISK_ON,5,2013-09-27 00:00:00+00:00,2013-10-09 00:00:00+00:00,27.327299999999997,26.8485,-1.0,-0.005,8,SL,False
TRV,S3,long,RISK_ON,5,2013-09-30 00:00:00+00:00,2013-10-02 00:00:00+00:00,84.85476999999999,83.81109285714285,-1.0,-0.005,2,SL,False
LEN,S3,long,RISK_ON,5,2013-09-30 00:00:00+00:00,2013-10-07 00:00:00+00:00,34.7406059,33.59922857142857,-1.0,-0.005,5,SL,False
TPR,S3,long,RISK_ON,5,2013-09-30 00:00:00+00:00,2013-10-08 00:00:00+00:00,54.584529999999994,53.59,-0.7053986727374142,-0.003526993363687071,6,SMA50_BREAK,False
MON,S3,long,RISK_ON,5,2013-09-30 00:00:00+00:00,2013-10-01 00:00:00+00:00,104.47437,103.32675357142858,-1.0,-0.005,1,SL,False
ZTS,S3,long,RISK_ON,5,2013-10-01 00:00:00+00:00,2013-10-28 00:00:00+00:00,31.81178,31.98,0.38759772174180596,0.0019379886087090299,19,EMA_TRAIL,True
CCI,S3,long,RISK_ON,5,2013-10-01 00:00:00+00:00,2013-10-02 00:00:00+00:00,72.20212999999998,71.32035714285715,-1.0,-0.005,1,SL,False
DVA,S3,long,RISK_ON,5,2013-10-02 00:00:00+00:00,2013-10-23 00:00:00+00:00,57.99793999999999,56.39125,-1.0,-0.005,15,SL,False
CCI,S3,long,RISK_ON,5,2013-10-02 00:00:00+00:00,2013-10-04 00:00:00+00:00,71.64156999999999,70.76214285714286,-1.0,-0.005,2,SL,False
FRT,S3,long,RISK_ON,5,2013-10-04 00:00:00+00:00,2013-10-09 00:00:00+00:00,102.74264,101.24,-0.6787920402068204,-0.003393960201034102,3,SMA50_BREAK,False
MOS,S3,long,RISK_ON,5,2013-10-11 00:00:00+00:00,2013-10-31 00:00:00+00:00,45.51546999999999,45.85,0.6136124770602321,0.0030680623853011606,14,EMA_TRAIL,True
EXPE,S3,long,RISK_ON,5,2013-10-11 00:00:00+00:00,2013-10-14 00:00:00+00:00,51.78172999999999,49.91571428571429,-1.0,-0.005,1,SL,False
BEN,S3,long,RISK_ON,5,2013-10-11 00:00:00+00:00,2013-11-05 00:00:00+00:00,51.32127,52.42,1.748671678911029,0.008743358394555145,17,EMA_TRAIL,True
LEN,S3,long,RISK_ON,5,2013-10-11 00:00:00+00:00,2013-10-15 00:00:00+00:00,34.171337199999996,32.6863,-0.8533147974525186,-0.004266573987262593,2,SMA50_BREAK,False
LUK,S3,long,RISK_ON,5,2013-10-15 00:00:00+00:00,2013-10-31 00:00:00+00:00,28.048019999999998,28.34,1.0855134151630212,0.005427567075815106,12,EMA_TRAIL,True
FRT,S3,long,RISK_ON,5,2013-10-15 00:00:00+00:00,2013-10-22 00:00:00+00:00,104.12401999999999,104.12401999999999,0.2767333364383839,0.0013836666821919195,5,STOP_AFTER_TP1,True
PWR,S3,long,RISK_ON,5,2013-10-15 00:00:00+00:00,2013-11-19 00:00:00+00:00,27.857829999999996,29.46,2.948948797400037,0.014744743987000184,25,EMA_TRAIL,True
XYL,S3,long,RISK_ON,5,2013-10-15 00:00:00+00:00,2013-10-17 00:00:00+00:00,27.94792,27.642500000000002,-1.0,-0.005,2,SL,False
DRI,S2,long,RISK_ON,5,2013-10-17 00:00:00+00:00,2013-12-11 00:00:00+00:00,51.85179999999999,51.47,-0.15056774168105322,-0.0007528387084052661,38,SMA50_BREAK,False
ARNC,S2,long,RISK_ON,5,2013-10-22 00:00:00+00:00,2014-01-10 00:00:00+00:00,28.108079999999994,30.33,0.7410013471537236,0.0037050067357686177,55,EMA_TRAIL,True
HRB,S3,long,RISK_ON,5,2013-10-24 00:00:00+00:00,2013-10-28 00:00:00+00:00,28.728699999999996,28.28339642857143,-1.0,-0.005,2,SL,False
